ExampleID	Coder	Journal	Vol	No	Year	Pages	ExPg	ExNo	Example Sentence	Language	Argument	Predicate	GramFunction	ThetaRole	Gender	Number	Name?	Pronoun?	Content	Comments	ExType	Filename
NLLT_00763		NLLT	22	NA	2004	pp1–49	p23	XXb	ex:? Egoi roditeljam nravitsja e ` tot rebenoki|his parents-DAT like this child-NOM|His parentsi like this childi .												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00764		NLLT	22	NA	2004	pp1–49	p24	39	ex:[Friends of John]i introduced himi to Mary.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00765		NLLT	22	NA	2004	pp1–49	p24	40	ex:Hei was introduced to Mary by friends of Johni .												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00766		NLLT	22	NA	2004	pp1–49	p25	42a	ex:Egoi druzja uveli morjakai|[his friends]-NOM led-away sailor-ACC|Hisi friends led the sailori away.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00767		NLLT	22	NA	2004	pp1–49	p25	43a	ex:Znakomye Ivanai z ˘ ili u negoi|friends-NOM of Ivan lived at him|Friends of Ivan’si lived at hisi house.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00768		NLLT	22	NA	2004	pp1–49	p26	43b	ex:∗U negoi byli igru˘ski Ivanai .|at him were toys-NOM of Ivan|Hei had toys of Ivan’si .												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00769		NLLT	22	NA	2004	pp1–49	p26	XXb	ex:∗Emui nravjatsja znakomye Ivanai .|he-DAT like-pl friends-NOM of Ivan|Hei is liked by friends of Ivani .												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00770		NLLT	22	NA	2004	pp1–49	p32	56	ex:Mary will see someone.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00771		NLLT	22	NA	2004	pp1–49	p37	68	ex:Questions about the Overt Tense Condition in Russian:|a. Why can a Nominative XP satisfy the Tense requirement (in|addition to the EPP) but other XPs cannot?												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00772		NLLT	22	NA	2004	pp1–49	p37	XXb	"ex:If a Nominative XP can satisfy both the EPP and the Overt|Tense Condition, why does it not do so always (since satisfying|them separately appears to be more costly)?"												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00773		NLLT	22	NA	2004	pp1–49	p40	75	ex:Structure of(63a): Posadil ded repku.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00774		NLLT	22	NA	2004	pp1–49	p41	77	ex:The Shortest Derivation Condition (Kitahara 1997: 26)|Minimize the number of elementary operations necessary for|convergence.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_00775		NLLT	22	NA	2004	pp1–49	p44	80	ex:A head containing Agr must have a ﬁlled speciﬁer.												Constructed	file:Bailyn2004_Article_GeneralizedInversion.html
NLLT_01199		NLLT	22	NA	2004	pp51–94	p52	1a	ex:fa-l maj`a?|does-he eat?|‘Does he eat?’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01200		NLLT	22	NA	2004	pp51–94	p52	1b	ex:ke fa-1 maj`a?|what does-he eat?|‘What does he eat?’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01201		NLLT	22	NA	2004	pp51–94	p57	3	ex:Present indicative|a. kumpr`a b. esse c. vej d. fa e. nda|‘to buy’ ‘to be’ ‘to have’ ‘to do’ ‘to go’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01202		NLLT	22	NA	2004	pp51–94	p58	4a	ex:livrjo m´ e|I ﬁnish I|‘I ﬁnish’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01203		NLLT	22	NA	2004	pp51–94	p58	5a	ex:l e` mort le kavre|it is dead (m. sg.) the goats (f. pl.)|‘The goats died’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01204		NLLT	22	NA	2004	pp51–94	p58	5b	ex:le laver` a zo i piat le matele|they will.wash down the dishes the girls|‘The girls will wash the dishes’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01205		NLLT	22	NA	2004	pp51–94	p58	6	ex:l me cap`ıs nügü|it me understands nobody|‘Nobody understands me’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01206		NLLT	22	NA	2004	pp51–94	p59	7a	ex:l ta ` kola semper|he speaks always|‘He always speaks’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01207		NLLT	22	NA	2004	pp51–94	p59	7b	ex:l a` semper t akol`a|he has always spoken|‘He has always spoken’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01208		NLLT	22	NA	2004	pp51–94	p59	7c	ex:l ñar` el l parla z`a|the baby he speaks already|‘The baby already talks’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01209		NLLT	22	NA	2004	pp51–94	p59	7d	ex:l a` z` a maj`a|he has already eaten|‘He has already eaten’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01210		NLLT	22	NA	2004	pp51–94	p59	7e	ex:l va maj|he goes never|‘He never goes’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01211		NLLT	22	NA	2004	pp51–94	p59	7f	ex:l e` maj nd` a|he is never gone|‘He has never gone’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01212		NLLT	22	NA	2004	pp51–94	p60	XXd	ex:l a` t akol` a plö|he has talked (any) more|‘He hasn’t talked any more’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01213		NLLT	22	NA	2004	pp51–94	p61	XXb	ex:par m` ıa ej ülü`|for not have wanted|‘Having not wanted’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01214		NLLT	22	NA	2004	pp51–94	p61	11a	ex:par m`ıa maj`a-l|for not eat-it|‘Not to eat it’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01215		NLLT	22	NA	2004	pp51–94	p63	XXe	ex:a vist ki?|has-he seen whom?|‘Whom has he seen?’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01216		NLLT	22	NA	2004	pp51–94	p63	XXf	ex:a vist ki?|have-they seen who?’|‘Whom have they seen?’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01217		NLLT	22	NA	2004	pp51–94	p65	XXb	ex:l so m`ıa kü ke i l ar` o dat|it I.know not to whom that I it will.have given|‘I don’t know whom I could have given it to’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01218		NLLT	22	NA	2004	pp51–94	p65	XXc	ex:l so m`ıa ngo la mader l a ` cumpr` a i fjur13|it I.know not where the mother she has bought the ﬂowers|‘I don’t know where the mother bought the ﬂowers’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01219		NLLT	22	NA	2004	pp51–94	p65	15a	ex:ki ∗ (ke) a` maj`a?|who that has eaten?|‘Who ate?’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01220		NLLT	22	NA	2004	pp51–94	p67	18a	ex:fa-l maj`a?|does-he eat?|‘Does he eat?’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01221		NLLT	22	NA	2004	pp51–94	p67	18b	ex:kome fa-l komport`a-s?|how does-he behave-himself?|‘How does he behave?’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01222		NLLT	22	NA	2004	pp51–94	p67	18c	ex:kwata fa-l maj`a-n?|how.much does-he eat-of.it?|‘How much does he eat?’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01223		NLLT	22	NA	2004	pp51–94	p67	19a	ex:kome fa-l komport`a-s?|how does-he behave-himself?|‘How does he behave?’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01224		NLLT	22	NA	2004	pp51–94	p68	20a	ex:kwata fe-t maj`a-n?|how.much do-you eat-of.it?|‘How much will you eat?’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01225		NLLT	22	NA	2004	pp51–94	p68	22a	ex:(i domandjo) kol ke l maja|I ask what that he eats|‘I wonder what he eats’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01226		NLLT	22	NA	2004	pp51–94	p68	22b	ex:i t domandjo se l plöf|I you ask if-it rains|‘I’m asking you if it is raining’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01227		NLLT	22	NA	2004	pp51–94	p68	22c	ex:∗ i t domandjo ke fe-t maj`a|I you ask what do-you eat|‘I ask you what you eat’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01228		NLLT	22	NA	2004	pp51–94	p68	22d	ex:∗ i t domandjo (se) fa-l plöer|I you ask (whether) does-it rain|‘I ask you whether it rains’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01229		NLLT	22	NA	2004	pp51–94	p69	XXc	ex:ngo e ` -l na?|where is-he gone?|‘Where did he go?’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01230		NLLT	22	NA	2004	pp51–94	p69	XXd	ex:∗ ngo fa-l esse na?|where does-he be gone?|‘Where did he go?’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01231		NLLT	22	NA	2004	pp51–94	p69	24a	ex:fe-f fa-l?|do-you(pl) do-it?|‘Do you do it?’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01232		NLLT	22	NA	2004	pp51–94	p69	24b	ex:ke fa-l fa?|what does-he do?|‘What does he do?’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01233		NLLT	22	NA	2004	pp51–94	p70	25a	ex:ki ke maja/ a ` maj` a?|who that eats/ has eaten?|‘Who is eating/has eaten?’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01234		NLLT	22	NA	2004	pp51–94	p70	26a	ex:l so m`ıa|it I.know not|‘I do not know it’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01235		NLLT	22	NA	2004	pp51–94	p72	29a	ex:kwal ö-l?|which wants-he?|‘Which does he want?’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01236		NLLT	22	NA	2004	pp51–94	p72	XXc	ex:k ö-l kwal?|wh- wants-he which?|‘Which does he want?’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01237		NLLT	22	NA	2004	pp51–94	p73	XXb	ex:ngo ve-t?|where go-you?|‘Where do you go?’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01238		NLLT	22	NA	2004	pp51–94	p73	XXd	ex:ke fa-l?|what does-he?|‘What does-he do?’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01239		NLLT	22	NA	2004	pp51–94	p75	XXb	ex:l e` vüñü ` la maestra|it has come (m. sg.) the teacher (f.)|‘The teacher has come’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01240		NLLT	22	NA	2004	pp51–94	p75	XXc	ex:la letra l e ` rüada|the letter (f.) is arrived (f.)|‘The letter has arrived’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01241		NLLT	22	NA	2004	pp51–94	p75	XXd	ex:la maestra l e ` vüñüda|the teacher (f.) is come (f.)|‘The teacher has come’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01242		NLLT	22	NA	2004	pp51–94	p76	XXb	ex:fa-l nda a ka ki?|does-it go to home who?|‘Who goes home?’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01243		NLLT	22	NA	2004	pp51–94	p77	32a	ex:ki ke a ` maj` a?|who that has eaten|‘Who has eaten?’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01244		NLLT	22	NA	2004	pp51–94	p77	32b	ex:el so mia kü ke a ` maj` a|it I.know not who that has eaten|‘I don’t know who has eaten’												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01245		NLLT	22	NA	2004	pp51–94	p85	35a	ex:∗ F`|a t cumpret?|doroot you you.buy?												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01246		NLLT	22	NA	2004	pp51–94	p86	XXc	ex:fe-t a?|kumpr`|you.do-you buy?												Constructed	file:Beninc?-Poletto2004_Article_ACaseOfDO-SupportInRomance.html
NLLT_01783		NLLT	22	NA	2004	pp681–742	p684	XXb	ex:?Les enfants sont venus tous.|the children are come all|The children came all.												Constructed	file:Boskovic2004_Article_BeCarefulWhereYouFloatYourQuan.html
NLLT_01784		NLLT	22	NA	2004	pp681–742	p686	7a	ex:?Los estudiantes entendera n todos completamente (ese problema).|the students will.understand all completely that problem|b. *Los estudiantes entenderan completamente todos (ese problema).												Constructed	file:Boskovic2004_Article_BeCarefulWhereYouFloatYourQuan.html
NLLT_01785		NLLT	22	NA	2004	pp681–742	p687	13	ex:Les enfants mangent ?tous tout/*tout tous.|the children eat all everything|The children all eat everything.												Constructed	file:Boskovic2004_Article_BeCarefulWhereYouFloatYourQuan.html
NLLT_01786		NLLT	22	NA	2004	pp681–742	p688	15	ex:Pierre a vu a ` peine Isabelle.|Pierre has seen hardly Isabelle|Pierre has hardly seen Isabelle.												Constructed	file:Boskovic2004_Article_BeCarefulWhereYouFloatYourQuan.html
NLLT_01787		NLLT	22	NA	2004	pp681–742	p688	16	ex:Gli invitati hanno salutato tutti Maria.|the guests have greeted all Maria|The guests have all greeted Maria.												Constructed	file:Boskovic2004_Article_BeCarefulWhereYouFloatYourQuan.html
NLLT_01788		NLLT	22	NA	2004	pp681–742	p688	17	ex:I ragazzi non hanno incontrato ancora i loro amici.|the children neg have met yet the their friends|The children did not yet meet their friends.												Constructed	file:Boskovic2004_Article_BeCarefulWhereYouFloatYourQuan.html
NLLT_01789		NLLT	22	NA	2004	pp681–742	p688	19a	ex:?*Les enfants n’ont pas rencontre ´ encore leurs amis.|the children neg have neg met yet their friends|b. cf. Les enfants n’ont pas encore rencontre´ leurs amis.												Constructed	file:Boskovic2004_Article_BeCarefulWhereYouFloatYourQuan.html
NLLT_01790		NLLT	22	NA	2004	pp681–742	p704	57	ex:*t@ -t@ ullaab-i kaan-uu kull-u ya-drus-uun.|the-students-gen be.past-3MP all-nom 3-study-MP|The students were all studying.												Constructed	file:Boskovic2004_Article_BeCarefulWhereYouFloatYourQuan.html
NLLT_01791		NLLT	22	NA	2004	pp681–742	p710	70a	ex:*Les fillesi lesj lisent tousj toutesi .|the girls ( fem ) them read all all ( fem )|b. ?Les fillesi lesj lisent toutesi tousj .												Constructed	file:Boskovic2004_Article_BeCarefulWhereYouFloatYourQuan.html
NLLT_01792		NLLT	22	NA	2004	pp681–742	p710	3	"ex:.|30|Note that, as shown in Pollock (1989), French ﬁnite verbs move to I."												Constructed	file:Boskovic2004_Article_BeCarefulWhereYouFloatYourQuan.html
NLLT_01793		NLLT	22	NA	2004	pp681–742	p711	72	ex:(*)Ellesi leurj montrent tousj toutesi les livres.|they(fem) to-them show all all(fem) the books|All of them are showing them all the books.												Constructed	file:Boskovic2004_Article_BeCarefulWhereYouFloatYourQuan.html
NLLT_01794		NLLT	22	NA	2004	pp681–742	p717	90a	ex:*Halldor ´ las bækur ekki.|Halldor´ read books not|b. cf. Halldor ´ las ekki bkur.												Constructed	file:Boskovic2004_Article_BeCarefulWhereYouFloatYourQuan.html
NLLT_01795		NLLT	22	NA	2004	pp681–742	p718	95a	ex:*Jag pratade med studenterna alla.|I talked with the.students all|b. cf. Jag pratade med alla studenterna.												Constructed	file:Boskovic2004_Article_BeCarefulWhereYouFloatYourQuan.html
NLLT_01796		NLLT	22	NA	2004	pp681–742	p718	96	ex:Ich habe mit den Studenteni allen/*all gesprochen.|I have with the students all.dat/all spoken|I spoke with all the students.												Constructed	file:Boskovic2004_Article_BeCarefulWhereYouFloatYourQuan.html
NLLT_01984		NLLT	22	NA	2004	pp229–305	p230	XXb	ex:Keq itom [CP wen-il1 nemiy-ac-il t1 ]?|what say who-Obv IC.see-3Conj-PartObv|Who did he say he saw?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_01985		NLLT	22	NA	2004	pp229–305	p236	10a	ex:N-qecimul-ku-n Tolitoli [CP n-toli-nomiy-a-n Malikons-ok].|1-ask-Inv-N T. 1-there-see-Dir-N Mulligan’s-Loc|Tolitoli asked me to meet her at Mulligan’s.												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_01986		NLLT	22	NA	2004	pp229–305	p237	12a	ex:Tan tuc-iya-n automupil?|WH X.extent-go.II-N car|How fast is the car?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_01987		NLLT	22	NA	2004	pp229–305	p238	XXd	ex:Tan Pil kehsi-cuwi-monuwo-k wikhikon-ol?|WH Bill X.many-must-buy-3Conj book-InanP|How many books does Bill have to buy?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_01988		NLLT	22	NA	2004	pp229–305	p238	13	ex:Tan itom Pil [CP kehsi-cuwi-monuwo-k wikhikon-ol]?|WH say Bill X.many-must-buy-3Conj book-InanP|How many books did Bill say he has to buy?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_01989		NLLT	22	NA	2004	pp229–305	p239	XXb	ex:Keq itom [CP wen-il1 nemiy-ac-il t1 ]?|what way who-Obv IC.see-3Conj-PartObv|Who did he say he saw?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_01990		NLLT	22	NA	2004	pp229–305	p240	18a	ex:Keq itom Pil [CP tan ’t-li-nat-ama-n ]?|what say.3 Bill WH 3-thus-go.do-ﬁsh-N|How did Bill say he was going ﬁshing?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_01991		NLLT	22	NA	2004	pp229–305	p240	18b	ex:Keq kt-itom [CP tan tuwihput li-kon ]?|what 2-say WH table thus-look.II|What did you say this table looks like?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_01992		NLLT	22	NA	2004	pp229–305	p246	28a	ex:Keqsey kisi-qecimul-osk Tolitoli?|what Perf-ask-2ConjInv T.|What did Tolitoli ask you?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_01993		NLLT	22	NA	2004	pp229–305	p246	28b	ex:Keq Mihku ikonewato-k?|what M. deny-3Conj|What did Mihku deny?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_01994		NLLT	22	NA	2004	pp229–305	p250	35a	ex:Keq kt-iy-oq Piyel?|what 2-say.to-Inv P.|What did Piyel tell you?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_01995		NLLT	22	NA	2004	pp229–305	p250	35b	ex:Keq itom Scooby-Doo?|what say.3 S.|What does Scooby-Doo [a watch] say?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_01996		NLLT	22	NA	2004	pp229–305	p250	35c	ex:Keqsey Piyel wikuwoss-ol litahasu?|what P. 3.mother-Obv think.3|What does Piyel’s mother think?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_01997		NLLT	22	NA	2004	pp229–305	p251	XXb	ex:∗ Tan kt-itom?|WH 2-say|What did you say?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_01998		NLLT	22	NA	2004	pp229–305	p251	XXc	ex:Tan kt-oli-itom-on?|WH 2-thus-say-N|How do you say (pronounce) it?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_01999		NLLT	22	NA	2004	pp229–305	p252	37a	ex:Mihku ’t-ikonewatomo-n eli kisi-komutonom-at Piyel-ol.|M. 3-deny.TI-N C Perf-rob-3Conj P.-Obv|Mihku denied that he robbed Piyel.												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02000		NLLT	22	NA	2004	pp229–305	p252	37b	ex:∗ Wen-il1 Mihku ikonewato-k eli kisi-komutonom-at t1 ?|who-Obv M. deny-3Conj C Perf-rob-3Conj|Who did Mihku deny that he robbed?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02001		NLLT	22	NA	2004	pp229–305	p252	37c	ex:Keq Mihku ikonewato-k wen-il1 kisi-komutonom-ac-il t1 ?|what M. deny-3Conj who-Obv Perf-rob-3Conj-PartObv|Who did Mihku deny that he robbed?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02002		NLLT	22	NA	2004	pp229–305	p253	39	ex:Keq Mihku ikonewato-k?|what M. deny-3Conj|What did Mihku deny?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02003		NLLT	22	NA	2004	pp229–305	p254	42a	ex:Keqsey kisi-qecimul-osk Tolitoli tama k-toli-nomiy-a-n?|what Perf-ask-2ConjInv T. where 2-there-see-dir-N|Where did Tolitoli ask you to meet her?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02004		NLLT	22	NA	2004	pp229–305	p254	42b	ex:Keq kisi-yuh-usk Meysis tan ’t-oli-tkiqol-on?|what Perf-tell-2Conj M. WH 3-thus-be.heavy-N|How heavy did Meyhsis tell you she was?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02005		NLLT	22	NA	2004	pp229–305	p254	43a	ex:Keqsey kisi-qecimul-osk Tolitoli?|what Perf-ask-2ConjInv T.|What did tolitoli ask you?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02006		NLLT	22	NA	2004	pp229–305	p254	43b	ex:Keqsey kisi-yuh-usk?|what Perf-say.to-2ConjInv|What did he tell you?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02007		NLLT	22	NA	2004	pp229–305	p255	45	ex:Keqsey wewitahatom-on?|what remember.TI-2Conj|What do you remember?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02008		NLLT	22	NA	2004	pp229–305	p256	48a	ex:Wen1 kil piluwitaham-ot [CP kisi-komutonom-uk t1 ]?|who 2 suspect.TA-2Conj Perf-rob-1Conj|Who do you suspect that I robbed?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02009		NLLT	22	NA	2004	pp229–305	p256	48b	ex:∗ Wen1 kil piluwitaham-iyin [CP kisi-komutonom-uk t1 ]?|who 2 suspect.TA-2/1Conj Perf-rob-1Conj|Who do you suspect (of me) that I robbed?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02010		NLLT	22	NA	2004	pp229–305	p257	50	ex:Keqsey piluwitaham-ot wen nemiy-at Piyel-ol?|what suspect.TA-2Conj who IC.see-3Conj P.-Obv|Who do you suspect saw Piyel?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02011		NLLT	22	NA	2004	pp229–305	p258	52a	ex:Keqsey wewitahatom-on?|what remember.TI-2Conj|What do you remember?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02012		NLLT	22	NA	2004	pp229–305	p258	52b	ex:Keq kesicihtuw-on?|what IC.know.TI-2Conj|What do you know?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02013		NLLT	22	NA	2004	pp229–305	p259	54	ex:Wen-il1 itom [CP nemiy-ac-il t1 ]?|who-Obv say IC.see-3Conj-PartObv|Who did he say he saw?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02014		NLLT	22	NA	2004	pp229–305	p261	61a	ex:Wen-il1 pihce mecimiw weskuwim-ahtic-il t1 ?|who-Obv long.ago formerly IC.talk.about-3PConj-PartObv|Who did they use to talk about?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02015		NLLT	22	NA	2004	pp229–305	p265	68	ex:Not nit kisi-pson-ac-il otuhk-ol.|that.An that Perf-catch-3Conj-PartObv deer-Obv|This is the deer that he caught.												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02016		NLLT	22	NA	2004	pp229–305	p265	XXb	ex:∗ Wen-il1 Mihku ikonewato-k eli kisi-komutonom-at t1 ?|who-Obv M. deny-3Conj C Perf-rob-3Conj|Who did Mihku deny that he robbed?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02017		NLLT	22	NA	2004	pp229–305	p267	73a	ex:Piyel litahasu tehpu Maliw-ol kesi-iyw-ihc-il.|P. think.3 only M.-Obv IC.like-have-3ConjInv-PartObv|Piyel thinks only Mary likes him.												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02018		NLLT	22	NA	2004	pp229–305	p267	73b	ex:Nihtol tehpu kisapem-ac-il.|that.Obv only rely.on-3Conj-PartObv|She can rely only on him.												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02019		NLLT	22	NA	2004	pp229–305	p268	76a	ex:N-musqitaham-a [NP not ehpit peciph-iht Piyel-ol].|1-hate-Dir that.An woman bring-3ConjInv P.-Obv|I hate the woman that Piyel brought.												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02020		NLLT	22	NA	2004	pp229–305	p276	92a	ex:Wen-il tehpu skitapi-yik musal-ahtic-il?|who-Obv only man-3P like-3PConj-PartObv|Who do only men like?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
NLLT_02021		NLLT	22	NA	2004	pp229–305	p276	92b	ex:Wen-il tehpu skitapi-yik musal-ac-ik?|who-Obv only man-3P like-3Conj-Part3P|Who do only men like?												Constructed	file:Bruening2004_Article_TwoTypesOfWh-ScopeMarkingInPas.html
