ExampleID	Coder	Journal	Vol	No	Year	Pages	ExPg	ExNo	Example Sentence	Language	Argument	Predicate	GramFunction	ThetaRole	Gender	Number	Name?	Pronoun?	Content	Comments	ExType	Filename	
NLLT_08199		NLLT	19	NA	2001	pp311–353	p348	72a	ex:On zastrelil-sja.|he shot-REFL|He shot himself.	O	He	shoot	S	A	M	S	N	Y	V		Constructed	file:Lidz2001_Article_TheArgumentStructureOfVerbalRe.html	
										O	himself	shoot	O	P	M	S	N	Y	V				
NLLT_08200		NLLT	19	NA	2001	pp311–353	p349	72b	ex:On zastrelil sebja.|he shot self|He shot himself.	O	He	shoot	S	A	M	S	N	Y	V		Constructed	file:Lidz2001_Article_TheArgumentStructureOfVerbalRe.html	
										O	himself	shoot	O	P	M	S	N	Y	V				
NLLT_08201		NLLT	19	NA	2001	pp311–353	p349	73a	ex:hari hoDe-du-koND-a.|Hari hit-PP-REFL.PST-3SM|Hari hit himself.	O	Hari	hit	S	A	M	S	Y	N	V		Constructed	file:Lidz2001_Article_TheArgumentStructureOfVerbalRe.html	
										O	himself	hit	O	P	M	S	N	Y	V				
NLLT_08202		NLLT	19	NA	2001	pp311–353	p349	XXc	ex:hari tann-annu hoDe-du-koND-a.|Hari self-ACC hit-PP-REFL.PST-3SM|Hari hit himself.	O	Hari	hit	S	A	M	S	Y	N	V		Constructed	file:Lidz2001_Article_TheArgumentStructureOfVerbalRe.html	
										O	himself	hit	O	P	M	S	N	Y	V				
NLLT_08203		NLLT	19	NA	2001	pp311–353	p351	XXb	ex:baagil-u much-i-koND-itu.|door-NOM close-PP-REFL.PST-3SN|The door closed.	O											Constructed	file:Lidz2001_Article_TheArgumentStructureOfVerbalRe.html	
NLLT_08204		NLLT	19	NA	2001	pp311–353	p351	XXc	ex:hari kannu-gaL-annu tere-du-koND-a.|Hari eye-PL-ACC open-PP-REFL.PST-3SM|Hari opened his eyes.	O	Hari	open	S	A	M	S	Y	N			Constructed	file:Lidz2001_Article_TheArgumentStructureOfVerbalRe.html	
										O	his				M	S	N	Y		possessor			
NLLT_08614		NLLT	19	NA	2001	pp153–197	p155	1a	ex:Ne kai e Sione e tau talo aki e huki.|Pst eat Erg Sione Abs Pl taro with Abs fork|Sione ate the taros with a fork.	O	Sione	eat	S	A	U	S	Y	N			Constructed	file:Massam2001_Article_PseudoNounIncorporationInNiuea.html	
NLLT_08615		NLLT	19	NA	2001	pp153–197	p155	1b	ex:Ne tohitohi a Sione.|Pst writing Abs Sione|Sione was writing.	O	Sione	write	S	A	U	S	Y	N	B		Constructed	file:Massam2001_Article_PseudoNounIncorporationInNiuea.html	
NLLT_08616		NLLT	19	NA	2001	pp153–197	p158	6a	ex:Ne inu kofe kono a Mele.|Pst drink coffee bitter Abs Mele|Mary drank bitter coffee.	O	Mary	drink	S	A	F	S	Y	N			Constructed	file:Massam2001_Article_PseudoNounIncorporationInNiuea.html	
NLLT_08617		NLLT	19	NA	2001	pp153–197	p159	XXh	ex:Ne fai fale lanu moana a ia.|Pst have house colour blue Abs he|He had a blue house.	O	He	have	S	A	M	S	N	Y			Constructed	file:Massam2001_Article_PseudoNounIncorporationInNiuea.html	
NLLT_08618		NLLT	19	NA	2001	pp153–197	p160	XXb	ex:Ne kai sipi mo e ika mitaki a Sione|Pst eat chip Comtv Abs ?sh good Abs Sione.|Sione ate good ?sh and chips.	O	Sione	eat	S	A	U	S	Y	N			Constructed	file:Massam2001_Article_PseudoNounIncorporationInNiuea.html	
NLLT_08619		NLLT	19	NA	2001	pp153–197	p170	16	ex:I went berry-picking to make jam with.	E											Constructed	file:Massam2001_Article_PseudoNounIncorporationInNiuea.html	
NLLT_08620		NLLT	19	NA	2001	pp153–197	p171	18a	ex:Ko e fanogonogo a lautolu ke he tau lologo.|Pres listen Abs they to Pl songs|They were listening to songs.	O	They	listen	S	A	N	P	N	Y			Constructed	file:Massam2001_Article_PseudoNounIncorporationInNiuea.html	
NLLT_00513		NLLT	20	NA	2002	pp451–490	p475	10	ex:How couth his behavior is!	E	his				M	S	N	Y	A	possessor	Constructed	file:Aronoff-Fuhrhop2002_Article_RestrictingSuffixCombinationsI.html	
NLLT_01399		NLLT	20	NA	2002	pp197–267	p209	14a	ex:? Dom kastade mejj inte ut tj|they threw me not out|They didn’t throw me out.	O	They	throw (out)	S	A	N	P	N	Y	V		Constructed	file:Bobaljik2002_Article_A-ChainsAtThePf-InterfaceCopie.html	
NLLT_01400		NLLT	20	NA	2002	pp197–267	p210	15a	ex:[IP Sam [I? -s] [VP eat- Spam]]|b. O-------O ? Morphological/PF-Merger|c. Sam eats Spam.	E	Sam	eat	S	A	M	S	Y	N			Constructed	file:Bobaljik2002_Article_A-ChainsAtThePf-InterfaceCopie.html	
NLLT_01401		NLLT	20	NA	2002	pp197–267	p211	18a	ex:[CP When [C? [I? -s]] [IP Sam [I? t ] [VP eat- ham]]]|b. O - - - - - ? - - - - - - - - - - - O ? Adjacency Disrupted|c. When does Sam eat ham?	E	Sam	eat	S	A	M	S	Y	N			Constructed	file:Bobaljik2002_Article_A-ChainsAtThePf-InterfaceCopie.html	
NLLT_01402		NLLT	20	NA	2002	pp197–267	p211	19a	ex:[CP Who [C? [I? -s]] [IP tSUBJ [I? t ] [VP eat- ham]]]|b. O - - - - - - - - - - - - - - - - - - - O ? Merger Successful|c. Who eats ham?	E	who	eat	S	A	N	S	N	Y			Constructed	file:Bobaljik2002_Article_A-ChainsAtThePf-InterfaceCopie.html	
NLLT_01403		NLLT	20	NA	2002	pp197–267	p212	21a	ex:[IP Sam [I? -s] never [VP eat- anything]].|b. O-----------O ? Morphological Merger|c. Sam never eats anything.	E	Sam	eat	S	A	M	S	Y	N			Constructed	file:Bobaljik2002_Article_A-ChainsAtThePf-InterfaceCopie.html	
NLLT_01404		NLLT	20	NA	2002	pp197–267	p214	24a	ex:... dass Rex Wurstsemmeln essen wird.|... that Rex sausage.buns eat will|... that Rex will eat sausage buns.	O	Rex	eat	S	A	M	S	Y	N		dog?	Constructed	file:Bobaljik2002_Article_A-ChainsAtThePf-InterfaceCopie.html	
NLLT_01405		NLLT	20	NA	2002	pp197–267	p227	43a	ex:Eg ok.|I read seldom this book.|I seldom read this book.	E											Constructed	file:Bobaljik2002_Article_A-ChainsAtThePf-InterfaceCopie.html	
NLLT_01406		NLLT	20	NA	2002	pp197–267	p228	45a	ex:St´ ? vasann|the.students put the.butter all in the.pocket|The students all put the butter in their pockets.	E	students	put	S	A	N	P	N	Y			Constructed	file:Bobaljik2002_Article_A-ChainsAtThePf-InterfaceCopie.html	
										E	their				N	P	N	Y		possessor			
NLLT_01407		NLLT	20	NA	2002	pp197–267	p236	51a	ex:Vad smutsade Kalle ner?|what dirtied K. down|What did Kalle (make) dirty?	O	Kalle	make	S	A	U	S	Y	N	A		Constructed	file:Bobaljik2002_Article_A-ChainsAtThePf-InterfaceCopie.html	
NLLT_01408		NLLT	20	NA	2002	pp197–267	p239	57a	ex:? Kalle smutsade den ner|K. dirtied it down.|Kalle made it dirty.	O	Kalle	make	S	A	U	S	Y	N	A		Constructed	file:Bobaljik2002_Article_A-ChainsAtThePf-InterfaceCopie.html	
NLLT_01409		NLLT	20	NA	2002	pp197–267	p239	57b	ex:Kalle tog dem av|K. took them off|Kalle took them off.	O	Kalle 	take (off)	S	A	U	S	Y	N			Constructed	file:Bobaljik2002_Article_A-ChainsAtThePf-InterfaceCopie.html	
NLLT_01410		NLLT	20	NA	2002	pp197–267	p239	58a	ex:? Jag vet [att Kalle läste den inte]|I know that K. read it not|I know that Kalle didn’t rad it.	O	Kalle	read	S	A	U	S	Y	N	B		Constructed	file:Bobaljik2002_Article_A-ChainsAtThePf-InterfaceCopie.html	
NLLT_01411		NLLT	20	NA	2002	pp197–267	p240	60a	ex:? Tröjan blev smutsad ner|shirt.the AUX dirtied down|The shirt was made dirty.	O											Constructed	file:Bobaljik2002_Article_A-ChainsAtThePf-InterfaceCopie.html	
NLLT_01412		NLLT	20	NA	2002	pp197–267	p241	61a	ex:Jag gav inte Elsa den|I gave not Elsa it.|I didn’t give it to Elsa.	O	Elsa	give	Q	R	F	S	Y	N			Constructed	file:Bobaljik2002_Article_A-ChainsAtThePf-InterfaceCopie.html	
NLLT_01413		NLLT	20	NA	2002	pp197–267	p241	62a	ex:Eg okinni|I returned man.the.DAT not book.the.QDAT|I did not return the book to the man.	O	man	give	Q	R	M	S	Y	N	B		Constructed	file:Bobaljik2002_Article_A-ChainsAtThePf-InterfaceCopie.html	
NLLT_01414		NLLT	20	NA	2002	pp197–267	p242	63a	ex:Henni var skilað peningunum.|she was returned money.the.QDAT|(lit.) She was returned the money.	O	she	return	S	R	F	S	Y	N			Constructed	file:Bobaljik2002_Article_A-ChainsAtThePf-InterfaceCopie.html	
NLLT_01415		NLLT	20	NA	2002	pp197–267	p242	64a	ex:Jens blev givet bogen.|J. became given book.the|Jens was given the book.	O	Jens	give	S	R	U	S	Y	N	B		Constructed	file:Bobaljik2002_Article_A-ChainsAtThePf-InterfaceCopie.html	
NLLT_01416		NLLT	20	NA	2002	pp197–267	p248	67a	ex:Some applicantsi seem to each otheri to be eligible for the job.|b. ? There seem to each otheri to be some applicantsi eligible for|job.	E	applicants	seem	S	E	N	P	N	N			Constructed	file:Bobaljik2002_Article_A-ChainsAtThePf-InterfaceCopie.html	
										E	each other	seem	Q	E	N	P	N	Y					
										E	applicants	be	S	E	N	P	N	N	O				
NLLT_01417		NLLT	20	NA	2002	pp197–267	p249	XXc	ex:Es hat ja doch ein Junge den Zaun gestrichen (German)|EXPL has indeed a boy the fence painted|A boy has indeed painted the fence.	O	boy	paint	S	A	M	S	Y	N	S		Constructed	file:Bobaljik2002_Article_A-ChainsAtThePf-InterfaceCopie.html	
NLLT_01418		NLLT	20	NA	2002	pp197–267	p257	66b	ex: There seem(? s) to be some unicorns in the garden.	E											Constructed	file:Bobaljik2002_Article_A-ChainsAtThePf-InterfaceCopie.html	
NLLT_01419		NLLT	20	NA	2002	pp197–267	p257	77	ex:Some unicorns seem to be in the garden.	E											Constructed	file:Bobaljik2002_Article_A-ChainsAtThePf-InterfaceCopie.html	
NLLT_06615		NLLT	20	NA	2002	pp553–621	p558	11	ex:Adjunct islands|?|a. My sister drives as carefully as I avoid accidents when I drive.	E	sister	drive	S	A	F	S	N	N			Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
NLLT_06616		NLLT	20	NA	2002	pp553–621	p558	13a	ex:Michael has more scoring titles than Kim says he has.|b. Michael has more scoring titles than Kim says Dennis plans to|get tattoos.	E	Michael	have	S	A	M	S	Y	N			Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
										E	Kim 	say	S	A	F	S	Y	N					
										E	he	have	S	A	M	S	N	Y					
										E	Dennis	plan	S	A	M	S	Y	N					
NLLT_06617		NLLT	20	NA	2002	pp553–621	p561	25a	ex:I threw away more books than I kept without reading e.|b. Jerome followed more suspects than Arthur interrogated|without arresting e.	E	Jerome	follow	S	A	M	S	Y	N	O		Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
										E	suspects	follow	S	P	N	P	N	N	O				
										E	Arthur	interrogate	S	A	M	S	Y	N	O				
										E	Arthur 	arrest	S	A	M	S	Y	N	O				
NLLT_06618		NLLT	20	NA	2002	pp553–621	p563	30a	ex:? Christmas makes as many children as happy as birthdays make.|b. ? Max persuaded more people to buy more cars than you per-|suaded to buy.	E	children	make	O	P	N	P	N	N	E		Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
										E	children	happy	O	E	N	P	N	N	E	Object?			
										E	Max	persuade	S	A	M	S	Y	N	O				
										E	people	persuade	Q	P	N	P	N	N	O				
										E	people	buy	Q	A	N	P	N	N		Oblique?			
NLLT_06619		NLLT	20	NA	2002	pp553–621	p563	31a	ex:Christmas makes as many people as happy as it makes unhappy.|b. Max persuaded more people to buy more cars than you per-|suaded to buy trucks.	E	people	make	O	P	N	P	N	N	E		Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
										E	people	happy	O	E	N	P	N	N	E	Object?			
										E	people	unhappy	O	E	N	P	N	N	E	Object?			
										E	Max	persuade	S	A	M	S	Y	N	O				
										E	people	persuade	Q	P	N	P	N	N	O				
										E	people	buy	Q	A	N	P	N	N		Oblique?			
NLLT_06620		NLLT	20	NA	2002	pp553–621	p566	37a	ex:More Democrats abstained than (? the) Republicans voted.|b. Dennis bought more new ties than he bought (? some) new|shirts.	E	democrats	abstain	S	A	N	P	N	N	O		Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
										E	Republicans	vote	S	A	N	P	N	N	O				
										E	Dennis	buy	S	A	M	S	Y	N					
										E	he	buy	S	A	M	S	Y	N					
NLLT_06621		NLLT	20	NA	2002	pp553–621	p568	46a	ex:? Max sold as many of the men as many of the cars as you sold.|b. ? Max sold as many of the men as many of the cars as you sold|of the women of the trucks.	E	Max	sell	S	A	M	S	Y	N	O		Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
										E	men	sell	Q	R	M	P	N	N	O				
										E	women	sell	Q	R	F	P	N	N	O				
NLLT_06622		NLLT	20	NA	2002	pp553–621	p569	48a	ex:Max sold as many men as many cars as you sold trucks.|b. ? Max sold as many of the men as many of the cars as you sold|of the trucks.	E	Max	sell	S	A	M	S	Y	N	O		Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
										E	men	sell	Q	R	M	P	N	N	O				
NLLT_06623		NLLT	20	NA	2002	pp553–621	p575	61a	ex:Every quantity of beans should be served with much rice.|b. Every quantity of beans should be served with that much/the|same quantity of rice.	E											Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
NLLT_06624		NLLT	20	NA	2002	pp553–621	p577	65	ex:Which student made sure that which speaker got home safely?	E	student	make (sure)	S	A	N	S	N	N			Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
										E	speaker	get home	S	A	N	S	N	N					
NLLT_06625		NLLT	20	NA	2002	pp553–621	p577	66	ex:Some student made sure that each speaker got home safely.	E	student	make (sure)	S	A	N	S	N	N			Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
										E	speaker	get home	S	A	N	S	N	N					
NLLT_06626		NLLT	20	NA	2002	pp553–621	p581	78a	ex:I persuaded as many senators to buy as many cars as you per-|suaded to buy trucksj after getting opponents of ei to put bombs|in ej .	E	senators	persuade	Q	P	N	P	N	N	O		Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
										E	senators	buy	Q	A	N	P	N	N	O	oblique?			
										E	opponents	get 	Q	P	N	P	N	N	V				
										E	opponents	put	Q	A	N	P	N	N	V	oblique?			
NLLT_06628		NLLT	20	NA	2002	pp553–621	p587	89	ex:The galaxy contains more stars than the eye can see.	E											Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
NLLT_06629		NLLT	20	NA	2002	pp553–621	p588	90a	"ex:Kim could see stars, but I couldn’t see [DP any [NP stars]]|b. Kim heard about Lee’s discovery before I heard about [DP Pat’s|[NP discovery]]."	E	Kim 	see	S	A	F	S	Y	N			Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
										E	Kim 	hear	S	A	F	S	Y	N					
										E	Lee				M	S	Y	N	B	possessor			
										E	Pat				M	S	Y	N	B	possessor			
NLLT_06630		NLLT	20	NA	2002	pp553–621	p588	91	"ex:Kim could see stars, but I couldn’t see [DP [NP starts]]."	E	Kim 	see	S	A	F	S	Y	N			Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
NLLT_06631		NLLT	20	NA	2002	pp553–621	p592	95	ex:Michael has more scoring titles than Dennis has tattoos.	E	Michael	have	S	A	M	S	Y	N			Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
										E	Dennis	have	S	A	M	S	Y	N					
NLLT_06632		NLLT	20	NA	2002	pp553–621	p594	99a	ex:There’s more ?sh than there’s rice in the pot.|b. More old books were read than I thought (that) new books were|read.	E											Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
NLLT_06633		NLLT	20	NA	2002	pp553–621	p596	103	ex:I read more of the abstract than I read of the article.	E											Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
NLLT_06635		NLLT	20	NA	2002	pp553–621	p602	XXb	ex:? University of?cials convinced more researchers to join more|committees than they had ever convinced researchers to join|before.												Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
NLLT_06636		NLLT	20	NA	2002	pp553–621	p602	XXc	ex:?University of?cials convinced more researchers to join more|committees than they had ever convinced to join committees|before.												Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
NLLT_06637		NLLT	20	NA	2002	pp553–621	p604	108	ex:Dennis has more tattoos than Michael has.												Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
NLLT_06638		NLLT	20	NA	2002	pp553–621	p604	110	ex:Dennis has more tattoos than Michael does.												Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
NLLT_06639		NLLT	20	NA	2002	pp553–621	p608	119a	ex:La mesa es m´ as large que ancha es la puerta.|the table is more long than wide is the door|The table is longer than the door is wide.												Constructed	file:Kennedy2002_Article_ComparativeDeletionAndOptimali.html	
NLLT_06640		NLLT	20	NA	2002	pp339–412	p340	2a	ex:Robin n’aime pas Stacey.|Robin (n’)likes NEG Stacey|Robin does not like Stacey.												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06641		NLLT	20	NA	2002	pp339–412	p343	8a	ex:A system of lexical representation.|b. Principles specifying the nature of headed phrases and their|relation to those lexical representations.												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06642		NLLT	20	NA	2002	pp339–412	p347	12a	"ex:The Generalized Head Feature Principle (GHFP), which – by|default – identi?es the value of all features of the mother with|that of the head daughter in all headed phrases."												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06643		NLLT	20	NA	2002	pp339–412	p355	29a	ex:Kim regrets [not [having read the book]].|b. We asked him [not [to try to read the book]].|c. Duty made them [not [miss the weekly meeting]].												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06644		NLLT	20	NA	2002	pp339–412	p355	30a	ex:[Ne pas [repeindre sa maison]] est une négligence.|ne not paint one’s house is a negligence|‘Not to paint one’s house is negligent.’												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06645		NLLT	20	NA	2002	pp339–412	p356	33a	ex:[Not [speaking English]] is a disadvantage.|b.*[Speaking not English] is a disadvantage.|c.*Lee likes not Kim.												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06646		NLLT	20	NA	2002	pp339–412	p356	35a	ex:*Pat [not VP[f in] [left]].|b.*Pat certainly [not VP[f in] [talked to me]]|c.*Pat [not VP[f in] [always agreed with me]].												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06647		NLLT	20	NA	2002	pp339–412	p356	36a	ex:I saw Pat acting rude and [not VP[prp] [saying hello]].|b. I asked him to [not VP[bse] [leave the bar]].|c. Their having [not VP[psp] [told the truth]] was upsetting.												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06648		NLLT	20	NA	2002	pp339–412	p357	38a	"ex:Il est recommandé de [ne pas [ne pas [travailler]]], malgré le|beau temps.|‘It is advisable to not not work, in spite of the beautiful weather.’"												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06649		NLLT	20	NA	2002	pp339–412	p357	38b	ex:Il est recommandé de [ne jamais [ne pas [travailler pendant plus|de 15 jours]]].|‘It’s advisable to never not work more than 15 days.’												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06650		NLLT	20	NA	2002	pp339–412	p357	39	"ex:(Everyone’s turning the offer down, but I’m wavering...)|?I can’t believe you would consider [not [not [taking advantage of the|offer]]]."												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06651		NLLT	20	NA	2002	pp339–412	p358	40a	ex:Le Général a osé ne pas obéir aux ordres.|the General has dared ne not to obey to the orders|‘The general dared [not to obey the orders].’												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06652		NLLT	20	NA	2002	pp339–412	p359	48a	ex:Kim veut ne pas repeindre la maison|Kim wants not to-paint the house|‘Kim wants not to paint the house’												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06653		NLLT	20	NA	2002	pp339–412	p360	48b	ex:Il est recommandé de [ne jamais [travailler pendant plus|de 15 jours]].|‘It’s advisable to never work more than 15 days.’												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06654		NLLT	20	NA	2002	pp339–412	p363	59a	ex:*Paul ne travaille pas pas quand il fait beau|Paul ne works not not when it makes beautiful|‘Paul doesn’t work when the weather’s nice.’												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06655		NLLT	20	NA	2002	pp339–412	p365	63a	ex:Le Général a osé ne pas obéir aux ordres.|the General has dared ne not to obey to the orders|‘The general dared not to obey the orders.’												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06656		NLLT	20	NA	2002	pp339–412	p366	68	"ex:They said they wanted to join us,|a. *but not join us they can.|b. but join us they cannot."												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06657		NLLT	20	NA	2002	pp339–412	p369	77a	"ex:They cannot (just) [not take advantage of that offer], can they?.|b. You children may not (simply) [not do your homework] (and still|pass the course)."												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06658		NLLT	20	NA	2002	pp339–412	p370	80	ex:Kim ne peut pas faire ça.|Kim ne can not to.do that|‘Kim cannot do that.’ (is not able to do that)												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06659		NLLT	20	NA	2002	pp339–412	p370	81	ex:Kim ne devrait pas faire ça.|Kim ne should not to.do that|‘Kim should not do that.’ (is obliged not to do that)												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06660		NLLT	20	NA	2002	pp339–412	p371	82a	ex:Kim ne doit pas faire ça.|Kim ne must not to.do that|‘Kim must not do that.’ (is obligated not to do that) or												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06661		NLLT	20	NA	2002	pp339–412	p371	82b	ex:Il ne faut pas crier.|it ne is.necessary not to.shout|‘It is forbidden (necessary not) to shout.’ or												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06662		NLLT	20	NA	2002	pp339–412	p375	90a	ex:*They WILL not be there. (Will they?)|b. *Leslie CAN not do that. (Can she?)|c. *Leslie CAN so/too do that.												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06663		NLLT	20	NA	2002	pp339–412	p376	92	ex:Kleptomaniacs cannot NOT steal.												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06664		NLLT	20	NA	2002	pp339–412	p379	100a	ex:Je pensais ne pas devoir partir à l’école aujourd’hui.|I thought ne not ‘have to’ go to school today|‘I thought I must not go to school today.’												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06665		NLLT	20	NA	2002	pp339–412	p389	120a	ex:*Mes amis souvent/rarement sont malheureux très longtemps.|My friends often/rarely are unhappy for long periods|b. Mes amis sont souvent/rarement malheureux très longtemps.												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06666		NLLT	20	NA	2002	pp339–412	p389	121a	ex:*Mes amis souvent/rarement m’ont aidé.|My friends often/rarely have helped me|b. Mes amis m’ont souvent/rarement aidé.												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06667		NLLT	20	NA	2002	pp339–412	p390	126	ex:Jean regrette de [ne jamais [venir à Paris]].|Jean regrets of ne never to.come to Paris|‘Jean regrets never coming to Paris.’												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06668		NLLT	20	NA	2002	pp339–412	p391	127a	ex:Paul croit [[bien [déclamer]] Proust].|Paul believes well of.to.recite Proust|‘Paul believes he recites Proust well.’												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06669		NLLT	20	NA	2002	pp339–412	p391	127b	ex:Paul croit [déclamer bien Proust].|Paul believes of.to.recite well Proust|‘Paul believes he recites Proust well.’												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06670		NLLT	20	NA	2002	pp339–412	p391	128a	ex:Paul espérait mieux manger et boire.|Paul hoped better to.eat and to.drink|‘Paul hoped to eat better and to drink.’												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06671		NLLT	20	NA	2002	pp339–412	p391	128b	ex:Paul mange et boit mieux aujourd’hui.|Paul eats and drinks better today|‘Paul eats and drinks better today.’												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06672		NLLT	20	NA	2002	pp339–412	p391	129a	ex:Paul écoutera attentivement l’orateur.|Paul will.listen(to) attentively the.speaker|‘Paul will listen to the speaker attentively.’												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06673		NLLT	20	NA	2002	pp339–412	p392	129b	ex:Marie lit souvent Proust.|Marie reads often Proust|‘Marie often reads Proust.’												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06674		NLLT	20	NA	2002	pp339–412	p392	131	ex:Dominique aime evidemment Ronnie.|Dominique likes evidemment Ronnie|‘Dominique obviously likes Ronnie.’												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06675		NLLT	20	NA	2002	pp339–412	p393	134a	ex:Ne pas parler le français est un grand désavantage en ce cas.|ne not to speak French is a great disadvantage in this case|b.*Ne parler pas le français est un grand désavantage en ce cas.												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06676		NLLT	20	NA	2002	pp339–412	p394	136a	ex:Fréquemment parler bien le français est un grand avantage.|frequently speak well French is a great advantage|‘To frequently speak French well is a great advantage.’												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_06677		NLLT	20	NA	2002	pp339–412	p394	136b	"ex:Fréquemment parler parfaitement le français...|frequently speak perfectly French ...|‘To frequently speak French perfectly,...’"												Constructed	file:Kim-Sag2002_Article_NegationWithoutHead-Movement.html	
NLLT_08790		NLLT	20	NA	2002	pp413–450	p417	1a	"ex:Agreement markers consist of the referential features (phi-|features) of the arguments, or a subset of those features. As such|they are part of the referential system of the language."												Constructed	file:Meir2002_Article_ACross-ModalityPerspectiveOnVe.html	
NLLT_08791		NLLT	20	NA	2002	pp413–450	p417	1b	"ex:Functionally, agreement is a grammatical device for the iden-|ti?cation and keeping track of referents over a stretch of|discourse (Lehmann 1988; Wunderlich 1994)."												Constructed	file:Meir2002_Article_ACross-ModalityPerspectiveOnVe.html	
NLLT_08792		NLLT	20	NA	2002	pp413–450	p425	3	ex:Principles of Sign Language Agreement Morphology:|a. The direction of the path movement of agreement verbs is from|source to goal.												Constructed	file:Meir2002_Article_ACross-ModalityPerspectiveOnVe.html	
