ExampleID	Coder	Journal	Vol	No	Year	Pages	ExPg	ExNo	Example Sentence	Language	Argument	Predicate	GramFunction	ThetaRole	Gender	Number	Name?	Pronoun?	Content	Comments	ExType	Filename																																																																																																																																																																																																																																									
NLLT_12414		NLLT	30	NA	2012	pp1027–1060	p1031	4a	ex:[IP Meg érkezett [VP Péter]] és [IP meg érkeztek [VP a gyerekek]].|PRT arrived.3SG Peter and PRT arrived-3PL the children|‘Peter and the children have arrived.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12415		NLLT	30	NA	2012	pp1027–1060	p1031	5	ex:János és Mari össze veszett.|János and Mary PRT quarrelled.3SG|‘John and Mary quarrelled.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12416		NLLT	30	NA	2012	pp1027–1060	p1032	6a	ex:[IP Meg érkezett [vP a vendég tV ]].|PRT arrived the guest|‘The guest arrived.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12417		NLLT	30	NA	2012	pp1027–1060	p1032	6b	ex:[IP Vendég érkezett [vP tNP tV ]].|guest arrived|‘Some guest(s) arrived.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12418		NLLT	30	NA	2012	pp1027–1060	p1032	7a	ex:[FocP MIKOR érkezett [IP meg tV [vP a vendég tV ]]]?|when arrived PRT the guest|‘When did the guest arrive?’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12419		NLLT	30	NA	2012	pp1027–1060	p1032	7b	ex:[FocP Csak JÁNOS érkezett [IP meg tV [vP tDP tV ]]].|only John arrived PRT|‘It was only John who arrived.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12420		NLLT	30	NA	2012	pp1027–1060	p1032	8a	ex:[TopP A vendég [FocP MIKOR érkezett [IP meg tV [vP tDP tV ]]]]?|the guest when arrived PRT|‘When did the guest arrive?’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12421		NLLT	30	NA	2012	pp1027–1060	p1032	8b	ex:[TopP A vendég [IP meg érkezett [vP tDP tV ]]].|the guest PRT arrived|‘The guest arrived.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12422		NLLT	30	NA	2012	pp1027–1060	p1033	10	ex:[TopP Péter és János [IP össze vesztek /veszett [vP t&P tV ]]].|Peter and John PRT quarrelled-3PL /quarrelled.3SG|‘Peter and John quarrelled.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12423		NLLT	30	NA	2012	pp1027–1060	p1034	XXb	ex:Két ?ú el ment /*mentek.|two boy PRT left.3SG /*left-3PL|‘Two boys left.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12424		NLLT	30	NA	2012	pp1027–1060	p1034	XXd	ex:A csoport /a katonaság el ment /*mentek.|the group /the army PRT left.3SG /*left-3PL|‘The group/the army left.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12425		NLLT	30	NA	2012	pp1027–1060	p1035	15a	ex:A ?úk /a ?ai együtt *ment /mentek moziba.|the boys /the son-his-PL together *went.3SG /went-3PL cinema-to|‘The boys/his sons went to the cinema together.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12426		NLLT	30	NA	2012	pp1027–1060	p1035	15b	ex:A két ?ú együtt ment /*mentek moziba.|the two boy together went.3SG /*went-3PL cinema-to|‘The two boys went to the cinema together.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12427		NLLT	30	NA	2012	pp1027–1060	p1035	16a	ex:A diákok *ismeri/ismerik egymást.|the students *knows/know-3PL each-other|‘The students know each other.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12428		NLLT	30	NA	2012	pp1027–1060	p1035	16b	ex:A két diák ismeri /*ismerik egymást.|the two student knows /*know-3PL each other|‘The two students know each other.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12429		NLLT	30	NA	2012	pp1027–1060	p1036	17a	ex:A ?úk boldogok /*boldog voltak.|the boys happy-PL / happy-SG were|‘The boys were happy.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12430		NLLT	30	NA	2012	pp1027–1060	p1036	17b	ex:A szülei tanárok /*tanár voltak.|the parent-his-PL teachers /*teacher were|‘His parents were teachers.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12431		NLLT	30	NA	2012	pp1027–1060	p1036	17c	ex:Sok ?ú boldog volt /*boldogok voltak.|many boy happy was /*happy-PL were|‘Many boys were happy.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12432		NLLT	30	NA	2012	pp1027–1060	p1036	17d	ex:A két szül? oje tanár volt/*tanárok voltak.|the two parent-his teacher was/*teachers were|‘His two parents were teachers.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12433		NLLT	30	NA	2012	pp1027–1060	p1037	20	ex:Két ?úi el vesztette a pro-SGi szemüvegét /*pro-PLi szemüvegüket.|two boy PRT lost the his glasses /*their glasses|‘Two boys lost their glasses.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12434		NLLT	30	NA	2012	pp1027–1060	p1037	21a	ex:A két ?úi meg kapta a nekii címzett leveleket.|the two boy PRT got the him addressed letters|‘[Each of] the two boys got the letters addressed to him.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12435		NLLT	30	NA	2012	pp1027–1060	p1037	21b	ex:A két ?úi meg kapta a nekiki címzett leveleket.|the two boy PRT got the them addressed letters|‘The two boys got the letters addressed to them.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12436		NLLT	30	NA	2012	pp1027–1060	p1039	26	"ex:Formal agreement with &P|Because & has no ? -features, &P can participate in agreement relations|with the ? -features projected by its conjuncts."												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12437		NLLT	30	NA	2012	pp1027–1060	p1039	27	ex:Number agreement with &P in Hungarian|&P elicits plural agreement iff either its speci?er or its complement or both|are [plural].												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12438		NLLT	30	NA	2012	pp1027–1060	p1039	28	"ex:Semantic agreement with &P|Because & has no ? -features, &P can participate in agreement relations|with the semantic features of its discourse referent."												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12439		NLLT	30	NA	2012	pp1027–1060	p1041	XXc	"ex:[TopP Jánosi [IP mindenkit [IP ismer [vP proi ]]]].|John everybody-ACC knows|‘(As for) John, he knows everybody.’"												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12440		NLLT	30	NA	2012	pp1027–1060	p1043	36a	ex:A két detektív össze veszett /*vesztek.|the two detective PRT quarrelled.3SG /*quarrelled-3PL|‘The two detectives quarrelled.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12441		NLLT	30	NA	2012	pp1027–1060	p1048	47	ex:Te és o? mindig el késtek.|youSG and he always PRT late.are-2PL|‘You and he are always late.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12442		NLLT	30	NA	2012	pp1027–1060	p1049	XXb	ex:[TopP Ezek az alakok a képen [FocP ??[ én és o ? ]/mi vagyunk]].|these the ?gures the picture-in I and he/we are-1PL|‘These ?gures in the picture are I and he/we.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12443		NLLT	30	NA	2012	pp1027–1060	p1049	49a	ex:*[DP A [&P te és én gyerekünk]] biztosan okos lesz.|the you and I child-1PL surely smart be.FUT.3SG|‘Your and my child will surely be smart.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12444		NLLT	30	NA	2012	pp1027–1060	p1049	49b	ex:A mi gyerekünk biztosan okos lesz.|the we child-1PL surely smart be.FUT.3SG|‘Our child will surely be smart.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12445		NLLT	30	NA	2012	pp1027–1060	p1049	50	ex:Neked és nekem biztosan okos lesz a gyerekünk.|you.DAT and I.DAT surely smart be.FUT.3SG the child-1PL|‘The child of you and me will surely be smart.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12446		NLLT	30	NA	2012	pp1027–1060	p1050	51a	"ex:[ Te és én]i számíthatunk rá, hogy meg várnak minketi .|you and I count-can-1PL on.it that PRT wait.they we-ACC|‘You and I can count on it that they wait for us.’"												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12447		NLLT	30	NA	2012	pp1027–1060	p1050	52a	ex:[TopP Te és o ? i [IP mindig [IP el késtek pro2PLi ]]].|you and he always PRT be.late-2PL|‘You and he are always late.’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12448		NLLT	30	NA	2012	pp1027–1060	p1054	55a	ex:Kéred azt az almát?21|want-DEF.2SG that-ACC the apple-ACC|‘Do you want that apple?’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12449		NLLT	30	NA	2012	pp1027–1060	p1054	55b	ex:Kérsz almát?|want-INDEF.2SG apple-ACC|‘Do you want some apple?’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12450		NLLT	30	NA	2012	pp1027–1060	p1054	55c	ex:Kérsz egy almát?|want-INDEF-2SG an apple-ACC|‘Do you want an apple?’												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12451		NLLT	30	NA	2012	pp1027–1060	p1054	56a	"ex:Az orvost, azt be-engedik Évához.|the doctor-ACC, that-ACC in-let-DEF.3PL Eve-to|‘The doctor, they let him in to Eve.’"												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12452		NLLT	30	NA	2012	pp1027–1060	p1054	56b	"ex:Az orvosokat, azokat be-engedik Évához.|the doctors-ACC, those-ACC in-let-DEF.3PL Eve-to|‘The doctors, they let them in to Eve.’"												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12453		NLLT	30	NA	2012	pp1027–1060	p1055	57a	"ex:Egy ápolón? ot, azt be-engednek Évához.|a nurse-ACC, that-ACC in-let-INDEF.3PL Eve-to|‘A nurse, they let one in to Eve.’"												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12454		NLLT	30	NA	2012	pp1027–1060	p1055	57b	"ex:Ápolón?oket, azokat be-engednek Évához.|nurses-ACC, those-ACC in-let-INDEF.3PL Eve-to|‘Nurses, they let some in to Eve.’"												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12455		NLLT	30	NA	2012	pp1027–1060	p1057	62a	"ex:Péter megjött, de alig ismertem meg pro.|Peter arrived but hardly recognized-I PRT him/pro|‘Peter arrived, but I hardly recognized him.’"												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12456		NLLT	30	NA	2012	pp1027–1060	p1057	62b	"ex:A ?úk megjöttek, de alig ismertem meg o? ket/*pro.|the boys arrived but hardly recognized-I PRT them/*pro|‘The boys arrived, but I hardly recognized them.’"												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_12457		NLLT	30	NA	2012	pp1027–1060	p1057	XXd	"ex:Láttam a ?úkat, de nem ismertem meg o ? ket/ec.|saw-I the boys-ACC but not recognized PRT them|‘I saw the boys but I did not recognize them.’"												Constructed	file:?Kiss2012_Article_PatternsOfAgreementWithCoordin.html																																																																																																																																																																																																																																									
NLLT_00694		NLLT	30	NA	2012	pp321–380	NA	1	ex:Chris seemed like he enjoyed the marathon.												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00695		NLLT	30	NA	2012	pp321–380	NA	2	ex:Chris seemed to enjoy the marathon.												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00696		NLLT	30	NA	2012	pp321–380	p323	4a	ex:Tina verkar som om hon har hittat chokladen.|T. seems as if she has found chocolate.DEF|‘Tina seems as if she has found the chocolate.’												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00697		NLLT	30	NA	2012	pp321–380	p323	5	ex:Han verkar som om han är lugnare nu.|he seems as if he is calmer now|‘He seems like he is calmer now.’												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00698		NLLT	30	NA	2012	pp321–380	p323	XXb	ex:Tina verkar ha hittat chokladen.|T. seems have.INF found chocolate.DEF|‘Tina seems to have found the chocolate.’												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00699		NLLT	30	NA	2012	pp321–380	p323	XXb	ex:Det verkar som om Tina har hittat chokladen.|it seems as if T. has found chocolate.DEF|‘It seems as if Tina has found the chocolate.’												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00700		NLLT	30	NA	2012	pp321–380	p324	9	ex:Kim seems crazy/out of control.												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00701		NLLT	30	NA	2012	pp321–380	p324	12a	ex:Tina verkar som om hon gillar glass.|T. seems as if she likes ice cream|‘Tina seems like she likes ice cream.’												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00702		NLLT	30	NA	2012	pp321–380	p324	12b	ex:Det verkar som om Tina gillar glass.|it seems as if T. likes ice cream|‘It seems as if Tina likes ice cream.’												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00703		NLLT	30	NA	2012	pp321–380	p327	16a	ex:Det förefaller / tycks / ser ut som om Maria är glad.|it seems / seems / looks out as if M. is happy|‘It seems / looks as if Maria is happy.’												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00704		NLLT	30	NA	2012	pp321–380	p327	16b	ex:Maria förefaller / ser ut att vara glad.|M. seems / looks out to be.INF happy|‘Maria seems / looks to be happy.’												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00705		NLLT	30	NA	2012	pp321–380	p327	16c	ex:Maria förefaller / tycks vara glad.|M. seems / seems be.INF happy|‘Maria seems to be happy.’												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00706		NLLT	30	NA	2012	pp321–380	p329	19	ex:John seems like he defeated Mary.												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00707		NLLT	30	NA	2012	pp321–380	p331	26	"ex:A and B walk into Tom’s kitchen. There’s no sign of Tom, but there are|various things bubbling away on the stove and there are several ingredients|on the counter, apparently waiting to be used."												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00708		NLLT	30	NA	2012	pp321–380	p332	31	ex:% Det verkade mig som om Tom hade vunnit.|it seemed me as if T. had won|‘It seemed to me as if Tom had won.’												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00709		NLLT	30	NA	2012	pp321–380	p332	32	ex:Det tycktes mig som om Tom hade vunnit.|it seemed me as if T. had won|‘It seemed to me as if Tom had won.’												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00710		NLLT	30	NA	2012	pp321–380	p333	33	ex:Tom verkar som om han har vunnit.|T. seems as if he has won|‘Tom seems as if he has won.’												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00711		NLLT	30	NA	2012	pp321–380	p333	35	ex:Det verkar som om Tom har vunnit.|it seems as if T. has won|‘It seems as if Tom has won.’												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00712		NLLT	30	NA	2012	pp321–380	p334	38	"ex:A and B walk into Tom’s kitchen. There’s no sign of Tom, but there are|various things bubbling away on the stove and there are several ingredients|on the counter, apparently waiting to be used."												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00713		NLLT	30	NA	2012	pp321–380	p334	40	ex:Charley looked to me like he goosed Francine.												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00714		NLLT	30	NA	2012	pp321–380	p335	47	ex:Tom verkar som om han lagar mat.|T. seems as if he makes food|‘Tom seems as if he’s cooking.’												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00715		NLLT	30	NA	2012	pp321–380	p337	52	ex:Theta Criterion|1. Each argument bears one and only one ? -role.|2. Each ? -role is assigned to one and only one argument.												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00716		NLLT	30	NA	2012	pp321–380	p338	53	ex:Det verkade på Jenny som om hon var lite tokig.|it seemed on J. as if she was little crazy|‘Jenny seemed as if she was a little crazy.’												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00717		NLLT	30	NA	2012	pp321–380	p338	54	ex:Per såg på Jenny som om hon var lite tokig.|P. looked on J. as if she was little crazy|‘Per looked at Jenny as if she was a little crazy.’												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00718		NLLT	30	NA	2012	pp321–380	p338	55	ex:Det verkade som om hon var lite tokig.|it seemed as if she was little crazy|‘It seemed as if she was a little crazy.’												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00719		NLLT	30	NA	2012	pp321–380	p338	58	ex:Vem såg Per på som som hon var lite tokig?|who looked P. on as if she was little crazy|‘Who did Per look at as if she was a little crazy?’												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00720		NLLT	30	NA	2012	pp321–380	p339	61	"ex:and (62). Some speakers allow (60), while others don’t."												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00721		NLLT	30	NA	2012	pp321–380	p340	64	ex:It looks like Sarah might win again.												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00722		NLLT	30	NA	2012	pp321–380	p343	72	ex:Kim kissed Robin in Helsinki yesterday.												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00723		NLLT	30	NA	2012	pp321–380	p343	75a	ex:Det tycks på Tom som om han har givit upp.|it seems on T. as if he has given up|‘Tom seems as if he has given up.’												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00724		NLLT	30	NA	2012	pp321–380	p349	81	ex:It seems to me like Kim has left.												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00725		NLLT	30	NA	2012	pp321–380	p349	84	ex:Tom seems like he hurt Bill again.												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00726		NLLT	30	NA	2012	pp321–380	p352	XXc	ex:John verkar vara upprörd.|J. seems be.INF upset|‘John seems to be upset.’												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00727		NLLT	30	NA	2012	pp321–380	p352	91	ex:John said it rained.												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00728		NLLT	30	NA	2012	pp321–380	p355	98	ex:No child frowned.												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00729		NLLT	30	NA	2012	pp321–380	p355	100	"ex:Glue Scope Theorem:|If a functor takes a type ?e ?t argument, then that argument cannot|also serve as the scope of a quanti?er associated with ?e ."												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00730		NLLT	30	NA	2012	pp321–380	p363	XXc	ex:Det verkar som om Tom lagar mat.|It seems as if T. makes food|‘It seems as if Tom’s cooking.’												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00731		NLLT	30	NA	2012	pp321–380	p365	XXa	ex:Tom seems to be cooking.|b. It seems like Tom’s cooking.|c. Tom seems like he’s cooking.												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00732		NLLT	30	NA	2012	pp321–380	p365	138	"ex:A and B walk into Tom’s kitchen. There’s no sign of Tom, but there are|various things bubbling away on the stove and there are several ingredients|on the counter, apparently waiting to be used."												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00733		NLLT	30	NA	2012	pp321–380	p365	XXa	ex:Tom seems to be cooking.|b. It seems like Tom’s cooking.|c. #Tom seems like he’s cooking.												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00734		NLLT	30	NA	2012	pp321–380	p366	140	"ex:A and B walk into Tom’s kitchen. Robin is at the stove doing something,|but exactly what is unclear. A and B recognize Robin and know that Robin|is not Tom."												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00735		NLLT	30	NA	2012	pp321–380	p370	152	ex:It’s raining?												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00736		NLLT	30	NA	2012	pp321–380	p371	154	"ex:1. e, t, , ? , and ? are types.|2. If ? and ? are types, then ?, ? is a type.|3. Nothing else is a type."												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_00737		NLLT	30	NA	2012	pp321–380	p376	161	ex:It seems like John won.												Constructed	file:Asudeh-Toivonen2012_Article_CopyRaisingAndPerception.html																																																																																																																																																																																																																																									
NLLT_01002		NLLT	30	NA	2012	pp381–423	p387	12	"ex:Hazelnuts, I like; peanuts, I don’t___."												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01003		NLLT	30	NA	2012	pp381–423	p388	18	"ex:Unaccusatives|a. John might die, and Fred might do___too.|b. John might die, and Fred might___too."												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01004		NLLT	30	NA	2012	pp381–423	p388	19	"ex:Subject-to-Subject Raising|a. John might seem to enjoy that, and Fred might do___too.|b. John might seem to enjoy that, and Fred might___, too."												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01005		NLLT	30	NA	2012	pp381–423	p388	20	"ex:Passive|a. *John might be visited by Sally, and Fred might be done___, too.|b. John might be visited by Sally, and Fred might be___, too."												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01006		NLLT	30	NA	2012	pp381–423	p390	26	"ex:Although he didn’t give books to Sally, he did ___magazines."												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
NLLT_01007		NLLT	30	NA	2012	pp381–423	p392	32	"ex:He will visit Fred, and then I will___."												Constructed	file:Baltin2012_Article_DeletionVersusPro-formsAnOverl.html																																																																																																																																																																																																																																									
