"","ID","Item","Answer","NotAns","Cat","Col","NonNative","ForeignLang","Most","Number","Yes","Acc.Fil","Acc.Mtn","NotAll","LowAcc","LowMtn","C2.Weber","C3.Weber","Blue","Non.Blue","Yellow"
"7353","AUD4WVQWPNL4L","Answer.2C.9",TRUE,0,"2C","2",0,0,1,9,1,95.8,100,0,0,0,1.5,1.5,12,8,8
"7354","AUD4WVQWPNL4L","Answer.3C_Bal.1",FALSE,0,"3C_Bal","3",0,0,1,1,0,95.8,100,0,0,0,0.67,1.33,8,12,6
"7355","AUD4WVQWPNL4L","Answer.3C_Bal.2",FALSE,0,"3C_Bal","3",0,0,1,2,0,95.8,100,0,0,0,0.75,1.5,9,12,6
"7356","AUD4WVQWPNL4L","Answer.3C_Bal.3",FALSE,0,"3C_Bal","3",0,0,1,3,0,95.8,100,0,0,0,0.82,1.5,9,11,6
"7357","AUD4WVQWPNL4L","Answer.3C_Bal.4",TRUE,0,"3C_Bal","3",0,0,1,4,1,95.8,100,0,0,0,0.91,1.67,10,11,6
"7358","AUD4WVQWPNL4L","Answer.3C_Bal.5",FALSE,0,"3C_Bal","3",0,0,1,5,0,95.8,100,0,0,0,1,1.67,10,10,6
"7359","AUD4WVQWPNL4L","Answer.3C_Bal.6",TRUE,0,"3C_Bal","3",0,0,1,6,1,95.8,100,0,0,0,1.1,2.2,11,10,5
"7360","AUD4WVQWPNL4L","Answer.3C_Bal.7",TRUE,0,"3C_Bal","3",0,0,1,7,1,95.8,100,0,0,0,1.22,2.2,11,9,5
"7361","AUD4WVQWPNL4L","Answer.3C_Bal.8",TRUE,0,"3C_Bal","3",0,0,1,8,1,95.8,100,0,0,0,1.33,2.4,12,9,5
"7362","AUD4WVQWPNL4L","Answer.3C_Bal.9",TRUE,0,"3C_Bal","3",0,0,1,9,1,95.8,100,0,0,0,1.5,3,12,8,4
"7363","AUD4WVQWPNL4L","Answer.3C_Mild.1",FALSE,0,"3C_Mild","3",0,0,1,1,0,95.8,100,0,0,0,0.67,0.89,8,12,9
"7364","AUD4WVQWPNL4L","Answer.3C_Mild.2",TRUE,0,"3C_Mild","3",0,0,1,2,1,95.8,100,0,0,0,0.75,1,9,12,9
"7365","AUD4WVQWPNL4L","Answer.3C_Mild.3",FALSE,0,"3C_Mild","3",0,0,1,3,0,95.8,100,0,0,0,0.82,1.13,9,11,8
"7366","AUD4WVQWPNL4L","Answer.3C_Mild.4",FALSE,0,"3C_Mild","3",0,0,1,4,0,95.8,100,0,0,0,0.91,1.25,10,11,8
"7367","AUD4WVQWPNL4L","Answer.3C_Mild.5",TRUE,0,"3C_Mild","3",0,0,1,5,1,95.8,100,0,0,0,1,1.42,10,10,7
"7368","AUD4WVQWPNL4L","Answer.3C_Mild.6",FALSE,0,"3C_Mild","3",0,0,1,6,0,95.8,100,0,0,0,1.1,1.57,11,10,7
"7369","AUD4WVQWPNL4L","Answer.3C_Mild.7",FALSE,0,"3C_Mild","3",0,0,1,7,0,95.8,100,0,0,0,1.22,1.83,11,9,6
"7370","AUD4WVQWPNL4L","Answer.3C_Mild.8",TRUE,0,"3C_Mild","3",0,0,1,8,1,95.8,100,0,0,0,1.33,1.71,12,9,7
"7371","AUD4WVQWPNL4L","Answer.3C_Mild.9",TRUE,0,"3C_Mild","3",0,0,1,9,1,95.8,100,0,0,0,1.5,2,12,8,6
"7372","AUD4WVQWPNL4L","Answer.3C_Unbal.1",FALSE,0,"3C_Unbal","3",0,0,1,1,0,95.8,100,0,0,0,0.67,0.73,8,12,11
"7373","AUD4WVQWPNL4L","Answer.3C_Unbal.2",TRUE,0,"3C_Unbal","3",0,0,1,2,1,95.8,100,0,0,0,0.75,0.86,9,12,11
"7374","AUD4WVQWPNL4L","Answer.3C_Unbal.3",FALSE,0,"3C_Unbal","3",0,0,1,3,0,95.8,100,0,0,0,0.82,0.9,9,11,10
"7375","AUD4WVQWPNL4L","Answer.3C_Unbal.4",FALSE,0,"3C_Unbal","3",0,0,1,4,0,95.8,100,0,0,0,0.91,1,10,11,10
"7376","AUD4WVQWPNL4L","Answer.3C_Unbal.5",FALSE,0,"3C_Unbal","3",0,0,1,5,0,95.8,100,0,0,0,1,1.11,10,10,9
"7377","AUD4WVQWPNL4L","Answer.3C_Unbal.6",FALSE,0,"3C_Unbal","3",0,0,1,6,0,95.8,100,0,0,0,1.1,1.22,11,10,9
"7378","AUD4WVQWPNL4L","Answer.3C_Unbal.7",TRUE,0,"3C_Unbal","3",0,0,1,7,1,95.8,100,0,0,0,1.22,1.38,11,9,8
"7379","AUD4WVQWPNL4L","Answer.3C_Unbal.8",TRUE,0,"3C_Unbal","3",0,0,1,8,1,95.8,100,0,0,0,1.33,1.5,12,9,8
"7380","AUD4WVQWPNL4L","Answer.3C_Unbal.9",TRUE,0,"3C_Unbal","3",0,0,1,9,1,95.8,100,0,0,0,1.5,1.71,12,8,7
"7381","A2UP6FXTQ5AWH9","Answer.2C.1",FALSE,0,"2C","2",0,0,1,1,0,83.3,100,0,0,0,0.67,0.67,8,12,12
"7382","A2UP6FXTQ5AWH9","Answer.2C.2",FALSE,0,"2C","2",0,0,1,2,0,83.3,100,0,0,0,0.75,0.75,9,12,12
"7383","A2UP6FXTQ5AWH9","Answer.2C.3",FALSE,0,"2C","2",0,0,1,3,0,83.3,100,0,0,0,0.82,0.82,9,11,11
"7384","A2UP6FXTQ5AWH9","Answer.2C.4",FALSE,0,"2C","2",0,0,1,4,0,83.3,100,0,0,0,0.91,0.91,10,11,11
"7385","A2UP6FXTQ5AWH9","Answer.2C.5",FALSE,0,"2C","2",0,0,1,5,0,83.3,100,0,0,0,1,1,10,10,10
"7386","A2UP6FXTQ5AWH9","Answer.2C.6",FALSE,0,"2C","2",0,0,1,6,0,83.3,100,0,0,0,1.1,1.1,11,10,10
"7387","A2UP6FXTQ5AWH9","Answer.2C.7",TRUE,0,"2C","2",0,0,1,7,1,83.3,100,0,0,0,1.22,1.22,11,9,9
"7388","A2UP6FXTQ5AWH9","Answer.2C.8",TRUE,0,"2C","2",0,0,1,8,1,83.3,100,0,0,0,1.33,1.33,12,9,9
"7389","A2UP6FXTQ5AWH9","Answer.2C.9",TRUE,0,"2C","2",0,0,1,9,1,83.3,100,0,0,0,1.5,1.5,12,8,8
"7390","A2UP6FXTQ5AWH9","Answer.3C_Bal.1",FALSE,0,"3C_Bal","3",0,0,1,1,0,83.3,100,0,0,0,0.67,1.33,8,12,6
"7391","A2UP6FXTQ5AWH9","Answer.3C_Bal.2",FALSE,0,"3C_Bal","3",0,0,1,2,0,83.3,100,0,0,0,0.75,1.5,9,12,6
"7392","A2UP6FXTQ5AWH9","Answer.3C_Bal.3",TRUE,0,"3C_Bal","3",0,0,1,3,1,83.3,100,0,0,0,0.82,1.5,9,11,6
"7393","A2UP6FXTQ5AWH9","Answer.3C_Bal.4",TRUE,0,"3C_Bal","3",0,0,1,4,1,83.3,100,0,0,0,0.91,1.67,10,11,6
"7394","A2UP6FXTQ5AWH9","Answer.3C_Bal.5",TRUE,0,"3C_Bal","3",0,0,1,5,1,83.3,100,0,0,0,1,1.67,10,10,6
"7395","A2UP6FXTQ5AWH9","Answer.3C_Bal.6",TRUE,0,"3C_Bal","3",0,0,1,6,1,83.3,100,0,0,0,1.1,2.2,11,10,5
"7396","A2UP6FXTQ5AWH9","Answer.3C_Bal.7",TRUE,0,"3C_Bal","3",0,0,1,7,1,83.3,100,0,0,0,1.22,2.2,11,9,5
"7397","A2UP6FXTQ5AWH9","Answer.3C_Bal.8",TRUE,0,"3C_Bal","3",0,0,1,8,1,83.3,100,0,0,0,1.33,2.4,12,9,5
"7398","A2UP6FXTQ5AWH9","Answer.3C_Bal.9",TRUE,0,"3C_Bal","3",0,0,1,9,1,83.3,100,0,0,0,1.5,3,12,8,4
"7399","A2UP6FXTQ5AWH9","Answer.3C_Mild.1",FALSE,0,"3C_Mild","3",0,0,1,1,0,83.3,100,0,0,0,0.67,0.89,8,12,9
"7400","A2UP6FXTQ5AWH9","Answer.3C_Mild.2",FALSE,0,"3C_Mild","3",0,0,1,2,0,83.3,100,0,0,0,0.75,1,9,12,9
"7401","A2UP6FXTQ5AWH9","Answer.3C_Mild.3",TRUE,0,"3C_Mild","3",0,0,1,3,1,83.3,100,0,0,0,0.82,1.13,9,11,8
"7402","A2UP6FXTQ5AWH9","Answer.3C_Mild.4",TRUE,0,"3C_Mild","3",0,0,1,4,1,83.3,100,0,0,0,0.91,1.25,10,11,8
"7403","A2UP6FXTQ5AWH9","Answer.3C_Mild.5",TRUE,0,"3C_Mild","3",0,0,1,5,1,83.3,100,0,0,0,1,1.42,10,10,7
"7404","A2UP6FXTQ5AWH9","Answer.3C_Mild.6",TRUE,0,"3C_Mild","3",0,0,1,6,1,83.3,100,0,0,0,1.1,1.57,11,10,7
"7405","A2UP6FXTQ5AWH9","Answer.3C_Mild.7",FALSE,0,"3C_Mild","3",0,0,1,7,0,83.3,100,0,0,0,1.22,1.83,11,9,6
"7406","A2UP6FXTQ5AWH9","Answer.3C_Mild.8",TRUE,0,"3C_Mild","3",0,0,1,8,1,83.3,100,0,0,0,1.33,1.71,12,9,7
"7407","A2UP6FXTQ5AWH9","Answer.3C_Mild.9",TRUE,0,"3C_Mild","3",0,0,1,9,1,83.3,100,0,0,0,1.5,2,12,8,6
"7408","A2UP6FXTQ5AWH9","Answer.3C_Unbal.1",FALSE,0,"3C_Unbal","3",0,0,1,1,0,83.3,100,0,0,0,0.67,0.73,8,12,11
"7409","A2UP6FXTQ5AWH9","Answer.3C_Unbal.2",FALSE,0,"3C_Unbal","3",0,0,1,2,0,83.3,100,0,0,0,0.75,0.86,9,12,11
"7410","A2UP6FXTQ5AWH9","Answer.3C_Unbal.3",FALSE,0,"3C_Unbal","3",0,0,1,3,0,83.3,100,0,0,0,0.82,0.9,9,11,10
"7411","A2UP6FXTQ5AWH9","Answer.3C_Unbal.4",TRUE,0,"3C_Unbal","3",0,0,1,4,1,83.3,100,0,0,0,0.91,1,10,11,10
"7412","A2UP6FXTQ5AWH9","Answer.3C_Unbal.5",TRUE,0,"3C_Unbal","3",0,0,1,5,1,83.3,100,0,0,0,1,1.11,10,10,9
"7413","A2UP6FXTQ5AWH9","Answer.3C_Unbal.6",TRUE,0,"3C_Unbal","3",0,0,1,6,1,83.3,100,0,0,0,1.1,1.22,11,10,9
"7414","A2UP6FXTQ5AWH9","Answer.3C_Unbal.7",TRUE,0,"3C_Unbal","3",0,0,1,7,1,83.3,100,0,0,0,1.22,1.38,11,9,8
"7415","A2UP6FXTQ5AWH9","Answer.3C_Unbal.8",TRUE,0,"3C_Unbal","3",0,0,1,8,1,83.3,100,0,0,0,1.33,1.5,12,9,8
"7416","A2UP6FXTQ5AWH9","Answer.3C_Unbal.9",TRUE,0,"3C_Unbal","3",0,0,1,9,1,83.3,100,0,0,0,1.5,1.71,12,8,7
"7417","A1NGXQMOBCXDC3","Answer.2C.1",FALSE,0,"2C","2",0,0,0,1,0,88.9,87.5,0,0,0,0.67,0.67,8,12,12
"7418","A1NGXQMOBCXDC3","Answer.2C.2",FALSE,0,"2C","2",0,0,0,2,0,88.9,87.5,0,0,0,0.75,0.75,9,12,12
"7419","A1NGXQMOBCXDC3","Answer.2C.3",FALSE,0,"2C","2",0,0,0,3,0,88.9,87.5,0,0,0,0.82,0.82,9,11,11
"7420","A1NGXQMOBCXDC3","Answer.2C.4",FALSE,0,"2C","2",0,0,0,4,0,88.9,87.5,0,0,0,0.91,0.91,10,11,11
"7421","A1NGXQMOBCXDC3","Answer.2C.5",TRUE,0,"2C","2",0,0,0,5,1,88.9,87.5,0,0,0,1,1,10,10,10
"7422","A1NGXQMOBCXDC3","Answer.2C.6",TRUE,0,"2C","2",0,0,0,6,1,88.9,87.5,0,0,0,1.1,1.1,11,10,10
"7423","A1NGXQMOBCXDC3","Answer.2C.7",TRUE,0,"2C","2",0,0,0,7,1,88.9,87.5,0,0,0,1.22,1.22,11,9,9
"7424","A1NGXQMOBCXDC3","Answer.2C.8",TRUE,0,"2C","2",0,0,0,8,1,88.9,87.5,0,0,0,1.33,1.33,12,9,9
"7425","A1NGXQMOBCXDC3","Answer.2C.9",TRUE,0,"2C","2",0,0,0,9,1,88.9,87.5,0,0,0,1.5,1.5,12,8,8
"7426","A1NGXQMOBCXDC3","Answer.3C_Bal.1",FALSE,0,"3C_Bal","3",0,0,0,1,0,88.9,87.5,0,0,0,0.67,1.33,8,12,6
"7427","A1NGXQMOBCXDC3","Answer.3C_Bal.2",FALSE,0,"3C_Bal","3",0,0,0,2,0,88.9,87.5,0,0,0,0.75,1.5,9,12,6
"7428","A1NGXQMOBCXDC3","Answer.3C_Bal.3",FALSE,0,"3C_Bal","3",0,0,0,3,0,88.9,87.5,0,0,0,0.82,1.5,9,11,6
"7429","A1NGXQMOBCXDC3","Answer.3C_Bal.4",TRUE,0,"3C_Bal","3",0,0,0,4,1,88.9,87.5,0,0,0,0.91,1.67,10,11,6
"7430","A1NGXQMOBCXDC3","Answer.3C_Bal.5",FALSE,0,"3C_Bal","3",0,0,0,5,0,88.9,87.5,0,0,0,1,1.67,10,10,6
"7431","A1NGXQMOBCXDC3","Answer.3C_Bal.6",FALSE,0,"3C_Bal","3",0,0,0,6,0,88.9,87.5,0,0,0,1.1,2.2,11,10,5
"7432","A1NGXQMOBCXDC3","Answer.3C_Bal.7",TRUE,0,"3C_Bal","3",0,0,0,7,1,88.9,87.5,0,0,0,1.22,2.2,11,9,5
"7433","A1NGXQMOBCXDC3","Answer.3C_Bal.8",TRUE,0,"3C_Bal","3",0,0,0,8,1,88.9,87.5,0,0,0,1.33,2.4,12,9,5
"7434","A1NGXQMOBCXDC3","Answer.3C_Bal.9",TRUE,0,"3C_Bal","3",0,0,0,9,1,88.9,87.5,0,0,0,1.5,3,12,8,4
"7435","A1NGXQMOBCXDC3","Answer.3C_Mild.1",FALSE,0,"3C_Mild","3",0,0,0,1,0,88.9,87.5,0,0,0,0.67,0.89,8,12,9
"7436","A1NGXQMOBCXDC3","Answer.3C_Mild.2",TRUE,0,"3C_Mild","3",0,0,0,2,1,88.9,87.5,0,0,0,0.75,1,9,12,9
"7437","A1NGXQMOBCXDC3","Answer.3C_Mild.3",FALSE,0,"3C_Mild","3",0,0,0,3,0,88.9,87.5,0,0,0,0.82,1.13,9,11,8
"7438","A1NGXQMOBCXDC3","Answer.3C_Mild.4",TRUE,0,"3C_Mild","3",0,0,0,4,1,88.9,87.5,0,0,0,0.91,1.25,10,11,8
"7439","A1NGXQMOBCXDC3","Answer.3C_Mild.5",TRUE,0,"3C_Mild","3",0,0,0,5,1,88.9,87.5,0,0,0,1,1.42,10,10,7
"7440","A1NGXQMOBCXDC3","Answer.3C_Mild.6",TRUE,0,"3C_Mild","3",0,0,0,6,1,88.9,87.5,0,0,0,1.1,1.57,11,10,7
"7441","A1NGXQMOBCXDC3","Answer.3C_Mild.7",TRUE,0,"3C_Mild","3",0,0,0,7,1,88.9,87.5,0,0,0,1.22,1.83,11,9,6
"7442","A1NGXQMOBCXDC3","Answer.3C_Mild.8",TRUE,0,"3C_Mild","3",0,0,0,8,1,88.9,87.5,0,0,0,1.33,1.71,12,9,7
"7443","A1NGXQMOBCXDC3","Answer.3C_Mild.9",TRUE,0,"3C_Mild","3",0,0,0,9,1,88.9,87.5,0,0,0,1.5,2,12,8,6
"7444","A1NGXQMOBCXDC3","Answer.3C_Unbal.1",FALSE,0,"3C_Unbal","3",0,0,0,1,0,88.9,87.5,0,0,0,0.67,0.73,8,12,11
"7445","A1NGXQMOBCXDC3","Answer.3C_Unbal.2",FALSE,0,"3C_Unbal","3",0,0,0,2,0,88.9,87.5,0,0,0,0.75,0.86,9,12,11
"7446","A1NGXQMOBCXDC3","Answer.3C_Unbal.3",FALSE,0,"3C_Unbal","3",0,0,0,3,0,88.9,87.5,0,0,0,0.82,0.9,9,11,10
"7447","A1NGXQMOBCXDC3","Answer.3C_Unbal.4",FALSE,0,"3C_Unbal","3",0,0,0,4,0,88.9,87.5,0,0,0,0.91,1,10,11,10
"7448","A1NGXQMOBCXDC3","Answer.3C_Unbal.5",TRUE,0,"3C_Unbal","3",0,0,0,5,1,88.9,87.5,0,0,0,1,1.11,10,10,9
"7449","A1NGXQMOBCXDC3","Answer.3C_Unbal.6",TRUE,0,"3C_Unbal","3",0,0,0,6,1,88.9,87.5,0,0,0,1.1,1.22,11,10,9
"7450","A1NGXQMOBCXDC3","Answer.3C_Unbal.7",TRUE,0,"3C_Unbal","3",0,0,0,7,1,88.9,87.5,0,0,0,1.22,1.38,11,9,8
"7451","A1NGXQMOBCXDC3","Answer.3C_Unbal.8",TRUE,0,"3C_Unbal","3",0,0,0,8,1,88.9,87.5,0,0,0,1.33,1.5,12,9,8
"7452","A1NGXQMOBCXDC3","Answer.3C_Unbal.9",TRUE,0,"3C_Unbal","3",0,0,0,9,1,88.9,87.5,0,0,0,1.5,1.71,12,8,7
"7453","APPTLVXZD0SKE","Answer.2C.1",FALSE,0,"2C","2",0,0,0,1,0,91.7,95.8,0,0,0,0.67,0.67,8,12,12
"7454","APPTLVXZD0SKE","Answer.2C.2",FALSE,0,"2C","2",0,0,0,2,0,91.7,95.8,0,0,0,0.75,0.75,9,12,12
"7455","APPTLVXZD0SKE","Answer.2C.3",FALSE,0,"2C","2",0,0,0,3,0,91.7,95.8,0,0,0,0.82,0.82,9,11,11
"7456","APPTLVXZD0SKE","Answer.2C.4",TRUE,0,"2C","2",0,0,0,4,1,91.7,95.8,0,0,0,0.91,0.91,10,11,11
"7457","APPTLVXZD0SKE","Answer.2C.5",FALSE,0,"2C","2",0,0,0,5,0,91.7,95.8,0,0,0,1,1,10,10,10
"7458","APPTLVXZD0SKE","Answer.2C.6",TRUE,0,"2C","2",0,0,0,6,1,91.7,95.8,0,0,0,1.1,1.1,11,10,10
"7459","APPTLVXZD0SKE","Answer.2C.7",TRUE,0,"2C","2",0,0,0,7,1,91.7,95.8,0,0,0,1.22,1.22,11,9,9
"7460","APPTLVXZD0SKE","Answer.2C.8",TRUE,0,"2C","2",0,0,0,8,1,91.7,95.8,0,0,0,1.33,1.33,12,9,9
"7461","APPTLVXZD0SKE","Answer.2C.9",TRUE,0,"2C","2",0,0,0,9,1,91.7,95.8,0,0,0,1.5,1.5,12,8,8
"7462","APPTLVXZD0SKE","Answer.3C_Bal.1",FALSE,0,"3C_Bal","3",0,0,0,1,0,91.7,95.8,0,0,0,0.67,1.33,8,12,6
"7463","APPTLVXZD0SKE","Answer.3C_Bal.2",FALSE,0,"3C_Bal","3",0,0,0,2,0,91.7,95.8,0,0,0,0.75,1.5,9,12,6
"7464","APPTLVXZD0SKE","Answer.3C_Bal.3",FALSE,0,"3C_Bal","3",0,0,0,3,0,91.7,95.8,0,0,0,0.82,1.5,9,11,6
"7465","APPTLVXZD0SKE","Answer.3C_Bal.4",FALSE,0,"3C_Bal","3",0,0,0,4,0,91.7,95.8,0,0,0,0.91,1.67,10,11,6
"7466","APPTLVXZD0SKE","Answer.3C_Bal.5",FALSE,0,"3C_Bal","3",0,0,0,5,0,91.7,95.8,0,0,0,1,1.67,10,10,6
"7467","APPTLVXZD0SKE","Answer.3C_Bal.6",TRUE,0,"3C_Bal","3",0,0,0,6,1,91.7,95.8,0,0,0,1.1,2.2,11,10,5
"7468","APPTLVXZD0SKE","Answer.3C_Bal.7",TRUE,0,"3C_Bal","3",0,0,0,7,1,91.7,95.8,0,0,0,1.22,2.2,11,9,5
"7469","APPTLVXZD0SKE","Answer.3C_Bal.8",TRUE,0,"3C_Bal","3",0,0,0,8,1,91.7,95.8,0,0,0,1.33,2.4,12,9,5
"7470","APPTLVXZD0SKE","Answer.3C_Bal.9",TRUE,0,"3C_Bal","3",0,0,0,9,1,91.7,95.8,0,0,0,1.5,3,12,8,4
"7471","APPTLVXZD0SKE","Answer.3C_Mild.1",FALSE,0,"3C_Mild","3",0,0,0,1,0,91.7,95.8,0,0,0,0.67,0.89,8,12,9
"7472","APPTLVXZD0SKE","Answer.3C_Mild.2",FALSE,0,"3C_Mild","3",0,0,0,2,0,91.7,95.8,0,0,0,0.75,1,9,12,9
"7473","APPTLVXZD0SKE","Answer.3C_Mild.3",TRUE,0,"3C_Mild","3",0,0,0,3,1,91.7,95.8,0,0,0,0.82,1.13,9,11,8
"7474","APPTLVXZD0SKE","Answer.3C_Mild.4",TRUE,0,"3C_Mild","3",0,0,0,4,1,91.7,95.8,0,0,0,0.91,1.25,10,11,8
"7475","APPTLVXZD0SKE","Answer.3C_Mild.5",FALSE,0,"3C_Mild","3",0,0,0,5,0,91.7,95.8,0,0,0,1,1.42,10,10,7
"7476","APPTLVXZD0SKE","Answer.3C_Mild.6",TRUE,0,"3C_Mild","3",0,0,0,6,1,91.7,95.8,0,0,0,1.1,1.57,11,10,7
"7477","APPTLVXZD0SKE","Answer.3C_Mild.7",TRUE,0,"3C_Mild","3",0,0,0,7,1,91.7,95.8,0,0,0,1.22,1.83,11,9,6
"7478","APPTLVXZD0SKE","Answer.3C_Mild.8",TRUE,0,"3C_Mild","3",0,0,0,8,1,91.7,95.8,0,0,0,1.33,1.71,12,9,7
"7479","APPTLVXZD0SKE","Answer.3C_Mild.9",TRUE,0,"3C_Mild","3",0,0,0,9,1,91.7,95.8,0,0,0,1.5,2,12,8,6
"7480","APPTLVXZD0SKE","Answer.3C_Unbal.1",FALSE,0,"3C_Unbal","3",0,0,0,1,0,91.7,95.8,0,0,0,0.67,0.73,8,12,11
"7481","APPTLVXZD0SKE","Answer.3C_Unbal.2",FALSE,0,"3C_Unbal","3",0,0,0,2,0,91.7,95.8,0,0,0,0.75,0.86,9,12,11
"7482","APPTLVXZD0SKE","Answer.3C_Unbal.3",FALSE,0,"3C_Unbal","3",0,0,0,3,0,91.7,95.8,0,0,0,0.82,0.9,9,11,10
"7483","APPTLVXZD0SKE","Answer.3C_Unbal.4",TRUE,0,"3C_Unbal","3",0,0,0,4,1,91.7,95.8,0,0,0,0.91,1,10,11,10
"7484","APPTLVXZD0SKE","Answer.3C_Unbal.5",FALSE,0,"3C_Unbal","3",0,0,0,5,0,91.7,95.8,0,0,0,1,1.11,10,10,9
"7485","APPTLVXZD0SKE","Answer.3C_Unbal.6",FALSE,0,"3C_Unbal","3",0,0,0,6,0,91.7,95.8,0,0,0,1.1,1.22,11,10,9
"7486","APPTLVXZD0SKE","Answer.3C_Unbal.7",TRUE,0,"3C_Unbal","3",0,0,0,7,1,91.7,95.8,0,0,0,1.22,1.38,11,9,8
"7487","APPTLVXZD0SKE","Answer.3C_Unbal.8",TRUE,0,"3C_Unbal","3",0,0,0,8,1,91.7,95.8,0,0,0,1.33,1.5,12,9,8
"7488","APPTLVXZD0SKE","Answer.3C_Unbal.9",TRUE,0,"3C_Unbal","3",0,0,0,9,1,91.7,95.8,0,0,0,1.5,1.71,12,8,7
"7561","AKPC2NU5LX7ON","Answer.2C.1",FALSE,0,"2C","2",0,0,0,1,0,91.7,100,0,0,0,0.67,0.67,8,12,12
"7562","AKPC2NU5LX7ON","Answer.2C.2",FALSE,0,"2C","2",0,0,0,2,0,91.7,100,0,0,0,0.75,0.75,9,12,12
"7563","AKPC2NU5LX7ON","Answer.2C.3",FALSE,0,"2C","2",0,0,0,3,0,91.7,100,0,0,0,0.82,0.82,9,11,11
"7564","AKPC2NU5LX7ON","Answer.2C.4",FALSE,0,"2C","2",0,0,0,4,0,91.7,100,0,0,0,0.91,0.91,10,11,11
"7565","AKPC2NU5LX7ON","Answer.2C.5",FALSE,0,"2C","2",0,0,0,5,0,91.7,100,0,0,0,1,1,10,10,10
"7566","AKPC2NU5LX7ON","Answer.2C.6",TRUE,0,"2C","2",0,0,0,6,1,91.7,100,0,0,0,1.1,1.1,11,10,10
"7567","AKPC2NU5LX7ON","Answer.2C.7",TRUE,0,"2C","2",0,0,0,7,1,91.7,100,0,0,0,1.22,1.22,11,9,9
"7568","AKPC2NU5LX7ON","Answer.2C.8",TRUE,0,"2C","2",0,0,0,8,1,91.7,100,0,0,0,1.33,1.33,12,9,9
"7569","AKPC2NU5LX7ON","Answer.2C.9",TRUE,0,"2C","2",0,0,0,9,1,91.7,100,0,0,0,1.5,1.5,12,8,8
"7570","AKPC2NU5LX7ON","Answer.3C_Bal.1",FALSE,0,"3C_Bal","3",0,0,0,1,0,91.7,100,0,0,0,0.67,1.33,8,12,6
"7571","AKPC2NU5LX7ON","Answer.3C_Bal.2",FALSE,0,"3C_Bal","3",0,0,0,2,0,91.7,100,0,0,0,0.75,1.5,9,12,6
"7572","AKPC2NU5LX7ON","Answer.3C_Bal.3",FALSE,0,"3C_Bal","3",0,0,0,3,0,91.7,100,0,0,0,0.82,1.5,9,11,6
"7573","AKPC2NU5LX7ON","Answer.3C_Bal.4",FALSE,0,"3C_Bal","3",0,0,0,4,0,91.7,100,0,0,0,0.91,1.67,10,11,6
"7574","AKPC2NU5LX7ON","Answer.3C_Bal.5",FALSE,0,"3C_Bal","3",0,0,0,5,0,91.7,100,0,0,0,1,1.67,10,10,6
"7575","AKPC2NU5LX7ON","Answer.3C_Bal.6",FALSE,0,"3C_Bal","3",0,0,0,6,0,91.7,100,0,0,0,1.1,2.2,11,10,5
"7576","AKPC2NU5LX7ON","Answer.3C_Bal.7",TRUE,0,"3C_Bal","3",0,0,0,7,1,91.7,100,0,0,0,1.22,2.2,11,9,5
"7577","AKPC2NU5LX7ON","Answer.3C_Bal.8",TRUE,0,"3C_Bal","3",0,0,0,8,1,91.7,100,0,0,0,1.33,2.4,12,9,5
"7578","AKPC2NU5LX7ON","Answer.3C_Bal.9",TRUE,0,"3C_Bal","3",0,0,0,9,1,91.7,100,0,0,0,1.5,3,12,8,4
"7579","AKPC2NU5LX7ON","Answer.3C_Mild.1",FALSE,0,"3C_Mild","3",0,0,0,1,0,91.7,100,0,0,0,0.67,0.89,8,12,9
"7580","AKPC2NU5LX7ON","Answer.3C_Mild.2",FALSE,0,"3C_Mild","3",0,0,0,2,0,91.7,100,0,0,0,0.75,1,9,12,9
"7581","AKPC2NU5LX7ON","Answer.3C_Mild.3",FALSE,0,"3C_Mild","3",0,0,0,3,0,91.7,100,0,0,0,0.82,1.13,9,11,8
"7582","AKPC2NU5LX7ON","Answer.3C_Mild.4",FALSE,0,"3C_Mild","3",0,0,0,4,0,91.7,100,0,0,0,0.91,1.25,10,11,8
"7583","AKPC2NU5LX7ON","Answer.3C_Mild.5",FALSE,0,"3C_Mild","3",0,0,0,5,0,91.7,100,0,0,0,1,1.42,10,10,7
"7584","AKPC2NU5LX7ON","Answer.3C_Mild.6",TRUE,0,"3C_Mild","3",0,0,0,6,1,91.7,100,0,0,0,1.1,1.57,11,10,7
"7585","AKPC2NU5LX7ON","Answer.3C_Mild.7",TRUE,0,"3C_Mild","3",0,0,0,7,1,91.7,100,0,0,0,1.22,1.83,11,9,6
"7586","AKPC2NU5LX7ON","Answer.3C_Mild.8",TRUE,0,"3C_Mild","3",0,0,0,8,1,91.7,100,0,0,0,1.33,1.71,12,9,7
"7587","AKPC2NU5LX7ON","Answer.3C_Mild.9",TRUE,0,"3C_Mild","3",0,0,0,9,1,91.7,100,0,0,0,1.5,2,12,8,6
"7588","AKPC2NU5LX7ON","Answer.3C_Unbal.1",FALSE,0,"3C_Unbal","3",0,0,0,1,0,91.7,100,0,0,0,0.67,0.73,8,12,11
"7589","AKPC2NU5LX7ON","Answer.3C_Unbal.2",FALSE,0,"3C_Unbal","3",0,0,0,2,0,91.7,100,0,0,0,0.75,0.86,9,12,11
"7590","AKPC2NU5LX7ON","Answer.3C_Unbal.3",FALSE,0,"3C_Unbal","3",0,0,0,3,0,91.7,100,0,0,0,0.82,0.9,9,11,10
